,mean_inoculum_host,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
32,8.0,0.9125475285171103,11345,4,0.2457478331453447,42109,0.472,0.22033898305084745,0.104
33,7.0,0.9014844804318488,11139,4,0.26601794537456214,40890,0.442,0.3393665158371041,0.15
34,6.0,0.8898305084745762,11479,4,0.28806011342361876,41520,0.454,0.2555066079295154,0.11599999999999999
35,5.0,0.8394415357766143,11081,5,0.33126834998905147,39765,0.47,0.2170212765957447,0.102
36,4.0,0.8483373884833739,10670,5,0.3577648005382574,38471,0.528,0.2916666666666667,0.15400000000000003
37,3.0,0.8032581453634086,10777,4,0.39761969412915954,38659,0.49,0.35918367346938773,0.176
38,2.0,0.784366576819407,10589,5,0.476747203287603,39464,0.5,0.36,0.18
39,1.0,0.7619047619047619,10566,5,0.5434638707171446,39966,0.486,0.40329218106995884,0.19599999999999998
40,10.0,0.9309515630367571,11313,4,0.21329007229022565,42287,0.496,0.18951612903225806,0.094
41,9.0,0.9099060631938514,11373,4,0.2165686966070442,42610,0.496,0.14919354838709678,0.074
42,8.0,0.9099378881987578,11257,4,0.2449795138573534,41576,0.474,0.26582278481012656,0.12599999999999997
43,7.0,0.893923789907312,11111,4,0.25991261982640523,40951,0.526,0.21673003802281368,0.114
