,mean_inoculum_host,mean_inoculum_vector,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
3380,5.736842105263158,10.0,0.8523206751054853,945,4,0.5248498082360515,4401,0.276,0.4927536231884058,0.136
3381,5.736842105263158,9.526315789473685,0.7452229299363057,882,6,0.8999748047367094,4266,0.216,0.25925925925925924,0.055999999999999994
3382,5.736842105263158,9.052631578947368,0.8141592920353983,802,5,0.6555447416371789,3365,0.16,0.475,0.076
3383,5.736842105263158,8.578947368421053,0.94,857,4,0.4535154925665363,3749,0.192,0.8125,0.156
3384,5.736842105263158,8.105263157894736,1.0,968,5,0.5290067276825355,4002,0.192,1.0,0.192
3385,5.736842105263158,7.631578947368421,0.7022900763358778,897,4,0.6855503729140489,3833,0.248,0.3709677419354839,0.092
3386,5.736842105263158,7.157894736842105,0.7428571428571429,830,4,0.46860357091014665,3053,0.172,0.37209302325581395,0.06399999999999999
3387,5.736842105263158,6.684210526315789,0.8636363636363636,938,4,0.39508822018448725,3224,0.208,0.6538461538461539,0.13599999999999998
3388,5.736842105263158,6.210526315789474,0.7582938388625592,921,4,0.5365361966705217,3096,0.292,0.3013698630136986,0.088
3389,5.736842105263158,5.736842105263158,0.8345323741007195,751,4,0.4288609417359189,2353,0.232,0.603448275862069,0.14
3390,5.736842105263158,5.2631578947368425,0.704225352112676,927,4,0.48321888357078613,2960,0.12,0.3,0.036
3391,5.736842105263158,4.7894736842105265,0.7446808510638298,790,4,0.40461624739625063,2307,0.148,0.35135135135135137,0.052
3392,5.736842105263158,4.315789473684211,0.5340909090909091,821,5,0.750506274840848,3653,0.188,0.1276595744680851,0.023999999999999997
3393,5.736842105263158,3.8421052631578947,0.8539325842696629,892,4,0.42316857366928756,2800,0.148,0.6486486486486487,0.096
3394,5.736842105263158,3.3684210526315796,1.0,838,6,0.5890829967931376,3368,0.212,1.0,0.212
3395,5.736842105263158,2.8947368421052637,0.6111111111111112,736,4,0.4035455310727788,2035,0.16,0.3,0.048
3396,5.736842105263158,2.421052631578948,0.3387096774193548,821,5,0.41027771307680105,2053,0.176,0.06818181818181818,0.011999999999999999
3397,5.736842105263158,1.9473684210526319,0.6285714285714286,853,5,0.5322803868561274,2977,0.208,0.25,0.052
3398,5.736842105263158,1.4736842105263168,0.6935483870967742,941,5,0.4215336071581434,2585,0.26,0.4153846153846154,0.10800000000000001
3399,5.736842105263158,1.0,0.6385542168674698,928,5,0.5712507431629013,3166,0.2,0.4,0.08000000000000002
3400,5.2631578947368425,10.0,1.0,944,5,0.6758822446854352,6063,0.216,1.0,0.216
3401,5.2631578947368425,9.526315789473685,1.0,937,5,0.5554182436965313,4988,0.212,1.0,0.212
3402,5.2631578947368425,9.052631578947368,1.0,844,5,0.6805706857438062,4409,0.252,1.0,0.252
3403,5.2631578947368425,8.578947368421053,0.937007874015748,989,5,0.6754501743649303,5264,0.18,0.8222222222222222,0.148
3404,5.2631578947368425,8.105263157894736,0.7630057803468208,1008,4,0.6735953640715545,4584,0.256,0.359375,0.092
3405,5.2631578947368425,7.631578947368421,1.0,820,4,0.5309696609161213,3388,0.16,1.0,0.16
3406,5.2631578947368425,7.157894736842105,0.8037383177570093,916,5,0.6811786102477069,3933,0.18,0.5333333333333333,0.096
3407,5.2631578947368425,6.684210526315789,0.6956521739130435,855,4,0.48285079169659045,2999,0.148,0.24324324324324326,0.036
3408,5.2631578947368425,6.210526315789474,1.0,841,5,0.6116154682509499,4248,0.184,1.0,0.184
3409,5.2631578947368425,5.736842105263158,0.7636363636363637,858,4,0.495422215701936,3182,0.256,0.390625,0.1
3410,5.2631578947368425,5.2631578947368425,,8,1,0.109375,7,0.0,,
3411,5.2631578947368425,4.7894736842105265,0.7596153846153846,835,4,0.5106959733228155,2757,0.196,0.4897959183673469,0.096
3412,5.2631578947368425,4.315789473684211,0.7415730337078652,884,5,0.6386373640998343,3537,0.172,0.46511627906976744,0.07999999999999999
3413,5.2631578947368425,3.8421052631578947,0.7310924369747899,749,4,0.3910367361199,2028,0.2,0.36,0.072
3414,5.2631578947368425,3.3684210526315796,0.7333333333333333,787,4,0.38955775959080924,2112,0.244,0.4098360655737705,0.1
3415,5.2631578947368425,2.8947368421052637,0.5,928,5,0.49460742419738407,2916,0.128,0.25,0.032
3416,5.2631578947368425,2.421052631578948,0.5949367088607594,883,4,0.4135418096189635,2466,0.184,0.30434782608695654,0.056
3417,5.2631578947368425,1.9473684210526319,0.7346938775510204,801,5,0.5354480432542968,2433,0.116,0.5517241379310345,0.064
3418,5.2631578947368425,1.4736842105263168,0.696969696969697,815,4,0.4242237193722006,2172,0.104,0.6153846153846154,0.064
3419,5.2631578947368425,1.0,1.0,1020,5,0.6420761245674741,4224,0.272,1.0,0.272
3420,4.7894736842105265,10.0,0.8205128205128205,860,5,0.8076527852893456,4504,0.192,0.5625,0.108
3421,4.7894736842105265,9.526315789473685,0.7669902912621359,942,5,0.822449411966228,5236,0.192,0.5,0.096
3422,4.7894736842105265,9.052631578947368,0.9384615384615385,958,6,0.5337853740177213,4111,0.208,0.8461538461538461,0.176
3423,4.7894736842105265,8.578947368421053,1.0,901,5,0.6022264077033658,4524,0.2,1.0,0.2
3424,4.7894736842105265,8.105263157894736,0.7416666666666667,1089,6,0.8515659980723842,5539,0.22,0.43636363636363634,0.096
3425,4.7894736842105265,7.631578947368421,0.9895833333333334,928,5,0.6072384066587397,4470,0.164,0.975609756097561,0.16
3426,4.7894736842105265,7.157894736842105,0.84375,988,5,0.5593303856808011,4149,0.24,0.6666666666666666,0.15999999999999998
3427,4.7894736842105265,6.684210526315789,0.89171974522293,827,5,0.8712980440952204,4105,0.236,0.711864406779661,0.16799999999999998
3428,4.7894736842105265,6.210526315789474,0.9733333333333334,896,5,0.6278487224968112,3807,0.148,0.9459459459459459,0.13999999999999999
3429,4.7894736842105265,5.736842105263158,0.68,801,4,0.511299078399192,2934,0.148,0.35135135135135137,0.052
3430,4.7894736842105265,5.2631578947368425,0.7520661157024794,937,4,0.4084927827747904,3000,0.208,0.4230769230769231,0.088
3431,4.7894736842105265,4.7894736842105265,0.7222222222222222,881,5,0.5058873094628563,2986,0.216,0.35185185185185186,0.076
3432,4.7894736842105265,4.315789473684211,0.6857142857142857,919,5,0.5525568905028767,3283,0.076,0.42105263157894735,0.032
3433,4.7894736842105265,3.8421052631578947,1.0,1005,4,0.4549629959654464,4072,0.232,1.0,0.232
3434,4.7894736842105265,3.3684210526315796,0.7325581395348837,955,4,0.45505989419149695,3042,0.2,0.54,0.10800000000000001
3435,4.7894736842105265,2.8947368421052637,0.5523809523809524,795,4,0.39050037577627456,2146,0.232,0.1896551724137931,0.044
3436,4.7894736842105265,2.421052631578948,0.6310679611650486,901,4,0.38526929629305706,2343,0.216,0.2962962962962963,0.064
3437,4.7894736842105265,1.9473684210526319,0.7166666666666667,868,6,0.6246084542037419,2797,0.244,0.4426229508196721,0.108
3438,4.7894736842105265,1.4736842105263168,0.3194444444444444,827,5,0.5516888448947185,2456,0.208,0.057692307692307696,0.012
3439,4.7894736842105265,1.0,0.5135135135135135,875,4,0.36850155102040816,2242,0.116,0.3793103448275862,0.044
3440,4.315789473684211,10.0,1.0,924,5,0.7503092145949288,4658,0.156,1.0,0.156
3441,4.315789473684211,9.526315789473685,0.8402366863905325,898,5,0.729123367443614,4466,0.256,0.578125,0.148
3442,4.315789473684211,9.052631578947368,0.782608695652174,889,5,0.7543289372293028,3819,0.096,0.5833333333333334,0.05600000000000001
3443,4.315789473684211,8.578947368421053,1.0,988,5,0.7022693373108886,4964,0.156,1.0,0.156
3444,4.315789473684211,8.105263157894736,0.8677685950413223,842,5,0.7012104986995109,3627,0.188,0.6595744680851063,0.12399999999999999
3445,4.315789473684211,7.631578947368421,0.8780487804878049,889,5,0.5434652501958065,3609,0.192,0.6875,0.132
3446,4.315789473684211,7.157894736842105,0.9431818181818182,919,5,0.5919643459738255,3586,0.176,0.8863636363636364,0.156
3447,4.315789473684211,6.684210526315789,0.9035087719298246,1008,5,0.733650636180398,4860,0.2,0.78,0.15600000000000003
3448,4.315789473684211,6.210526315789474,1.0,824,5,0.5807789966066547,4565,0.172,1.0,0.172
3449,4.315789473684211,5.736842105263158,1.0,937,4,0.480258414590948,4413,0.184,1.0,0.184
3450,4.315789473684211,5.2631578947368425,0.6854838709677419,812,4,0.46208807542041785,2623,0.248,0.3709677419354839,0.092
3451,4.315789473684211,4.7894736842105265,1.0,950,5,0.6881562326869806,5221,0.18,1.0,0.18
3452,4.315789473684211,4.315789473684211,0.8494623655913979,792,5,0.4729045505560656,2260,0.172,0.6744186046511628,0.11599999999999999
3453,4.315789473684211,3.8421052631578947,1.0,843,5,0.7682132810993894,3673,0.22,1.0,0.22
3454,4.315789473684211,3.3684210526315796,1.0,752,6,0.5536158895427795,3736,0.208,1.0,0.208
3455,4.315789473684211,2.8947368421052637,0.8148148148148148,901,5,0.45996001483122095,2777,0.168,0.6428571428571429,0.10800000000000001
3456,4.315789473684211,2.421052631578948,1.0,969,6,0.5985381714469504,5837,0.228,1.0,0.228
3457,4.315789473684211,1.9473684210526319,0.711340206185567,979,5,0.4474933772657889,2443,0.232,0.5172413793103449,0.12000000000000001
3458,4.315789473684211,1.4736842105263168,0.5,800,4,0.5637359375,2719,0.208,0.3269230769230769,0.06799999999999999
3459,4.315789473684211,1.0,0.41414141414141414,947,5,0.6761930355293044,3603,0.28,0.17142857142857143,0.04800000000000001
3460,3.8421052631578947,10.0,1.0,809,5,0.825078191727491,4798,0.216,1.0,0.216
3461,3.8421052631578947,9.526315789473685,1.0,871,6,0.9524636817677927,5018,0.24,1.0,0.24
3462,3.8421052631578947,9.052631578947368,1.0,769,6,1.079415111919792,4205,0.184,1.0,0.184
3463,3.8421052631578947,8.578947368421053,1.0,756,6,1.0162701912040535,4861,0.176,1.0,0.176
3464,3.8421052631578947,8.105263157894736,0.7692307692307693,929,5,0.5742739916180112,3718,0.18,0.4666666666666667,0.08399999999999999
3465,3.8421052631578947,7.631578947368421,0.7065217391304348,911,5,0.8309899375964701,4612,0.148,0.2702702702702703,0.04
3466,3.8421052631578947,7.157894736842105,1.0,892,5,0.7313690200888818,4070,0.192,1.0,0.192
3467,3.8421052631578947,6.684210526315789,1.0,816,6,0.9973988369857748,5210,0.176,1.0,0.176
3468,3.8421052631578947,6.210526315789474,0.9692307692307692,907,5,0.6395266997224818,3945,0.236,0.9322033898305084,0.21999999999999997
3469,3.8421052631578947,5.736842105263158,0.6593406593406593,873,5,0.6609274807808129,4057,0.208,0.40384615384615385,0.08399999999999999
3470,3.8421052631578947,5.2631578947368425,1.0,899,6,1.0265119691759848,6751,0.156,1.0,0.156
3471,3.8421052631578947,4.7894736842105265,0.717948717948718,873,5,0.5655289327659753,3310,0.196,0.5510204081632653,0.108
3472,3.8421052631578947,4.315789473684211,1.0,878,5,0.6023435432568325,4811,0.22,1.0,0.22
3473,3.8421052631578947,3.8421052631578947,0.7313432835820896,917,5,0.6172943158966284,3553,0.148,0.5135135135135135,0.076
3474,3.8421052631578947,3.3684210526315796,0.8272727272727273,951,5,0.5122572841029587,3305,0.224,0.6607142857142857,0.148
3475,3.8421052631578947,2.8947368421052637,0.8615384615384616,908,5,0.764146160414524,3769,0.152,0.7631578947368421,0.116
3476,3.8421052631578947,2.421052631578948,1.0,963,7,1.1647618154154389,6360,0.28,1.0,0.28
3477,3.8421052631578947,1.9473684210526319,0.5147058823529411,767,4,0.5365118164711563,2264,0.176,0.25,0.044
3478,3.8421052631578947,1.4736842105263168,0.4492753623188406,862,4,0.39365771071430494,2243,0.188,0.19148936170212766,0.036
3479,3.8421052631578947,1.0,0.4727272727272727,700,6,0.8125122448979593,2501,0.176,0.3409090909090909,0.05999999999999999
3480,3.3684210526315796,10.0,1.0,930,6,0.9256110533009596,5305,0.244,1.0,0.244
3481,3.3684210526315796,9.526315789473685,1.0,856,7,1.2654257467901129,8449,0.168,1.0,0.168
3482,3.3684210526315796,9.052631578947368,1.0,976,5,0.9210225745767268,6490,0.168,1.0,0.168
3483,3.3684210526315796,8.578947368421053,1.0,854,5,0.785958350015631,4482,0.2,1.0,0.2
3484,3.3684210526315796,8.105263157894736,1.0,922,6,1.0512561111607794,7748,0.12,1.0,0.12
3485,3.3684210526315796,7.631578947368421,1.0,818,5,0.8566498885109487,4147,0.192,1.0,0.192
3486,3.3684210526315796,7.157894736842105,1.0,950,5,0.8329628808864264,5429,0.264,1.0,0.264
3487,3.3684210526315796,6.684210526315789,1.0,903,5,0.5337910177591859,4338,0.232,1.0,0.232
3488,3.3684210526315796,6.210526315789474,1.0,941,6,0.7646013861392847,5696,0.172,1.0,0.172
3489,3.3684210526315796,5.736842105263158,0.358974358974359,858,6,1.0166538977727786,4030,0.12,0.16666666666666666,0.019999999999999997
3490,3.3684210526315796,5.2631578947368425,1.0,817,7,1.149292347888879,6692,0.208,1.0,0.208
3491,3.3684210526315796,4.7894736842105265,1.0,817,5,0.886372659324723,3680,0.136,1.0,0.136
3492,3.3684210526315796,4.315789473684211,0.6704545454545454,839,5,0.669066557184684,3026,0.184,0.3695652173913043,0.06799999999999999
3493,3.3684210526315796,3.8421052631578947,0.8681318681318682,978,5,0.5829475453849725,3560,0.208,0.7692307692307693,0.16
3494,3.3684210526315796,3.3684210526315796,0.7428571428571429,899,5,0.709199815392458,3355,0.28,0.4857142857142857,0.136
3495,3.3684210526315796,2.8947368421052637,0.7682926829268293,830,5,0.9100609667586008,3929,0.196,0.6122448979591837,0.12000000000000001
3496,3.3684210526315796,2.421052631578948,0.6902654867256637,864,7,0.902358485510974,3163,0.232,0.39655172413793105,0.09200000000000001
3497,3.3684210526315796,1.9473684210526319,0.87,956,5,0.6906041560897042,3232,0.236,0.7796610169491526,0.184
3498,3.3684210526315796,1.4736842105263168,1.0,768,7,1.2686360677083333,5026,0.196,1.0,0.196
3499,3.3684210526315796,1.0,1.0,855,5,0.7063588796552785,3742,0.252,1.0,0.252
3500,2.8947368421052637,10.0,1.0,974,6,1.340002276857431,7722,0.124,1.0,0.124
3501,2.8947368421052637,9.526315789473685,1.0,899,6,1.1141857038038805,6053,0.216,1.0,0.216
3502,2.8947368421052637,9.052631578947368,1.0,819,5,0.7096298085309074,4052,0.068,1.0,0.068
3503,2.8947368421052637,8.578947368421053,0.7333333333333333,864,6,1.1287495177469136,4663,0.28,0.4857142857142857,0.136
3504,2.8947368421052637,8.105263157894736,0.8222222222222222,894,6,1.0637058390763179,4972,0.18,0.6444444444444445,0.116
3505,2.8947368421052637,7.631578947368421,1.0,902,5,1.0647145294270923,5520,0.204,1.0,0.204
3506,2.8947368421052637,7.157894736842105,1.0,870,7,1.096292773153653,6908,0.244,1.0,0.244
3507,2.8947368421052637,6.684210526315789,0.87,919,5,0.826185438351996,4332,0.2,0.74,0.148
3508,2.8947368421052637,6.210526315789474,0.7169811320754716,857,5,0.7864072250081354,3820,0.228,0.47368421052631576,0.108
3509,2.8947368421052637,5.736842105263158,0.905982905982906,874,5,0.6923793914195499,3758,0.24,0.8166666666666667,0.19599999999999998
3510,2.8947368421052637,5.2631578947368425,0.7534246575342466,1036,5,0.5567401723289754,3673,0.176,0.5909090909090909,0.104
3511,2.8947368421052637,4.7894736842105265,1.0,918,5,0.8100647424304992,5149,0.16,1.0,0.16
3512,2.8947368421052637,4.315789473684211,0.4520547945205479,920,6,1.0240063799621928,4199,0.192,0.16666666666666666,0.032
3513,2.8947368421052637,3.8421052631578947,1.0,870,5,0.9038195270181002,4733,0.232,1.0,0.232
3514,2.8947368421052637,3.3684210526315796,0.7083333333333334,920,5,0.9659629017013233,4637,0.108,0.48148148148148145,0.052
3515,2.8947368421052637,2.8947368421052637,0.6049382716049383,934,6,0.5955458551325378,2946,0.224,0.42857142857142855,0.096
3516,2.8947368421052637,2.421052631578948,1.0,844,4,0.5980380045371847,4490,0.204,1.0,0.204
3517,2.8947368421052637,1.9473684210526319,1.0,954,5,0.5843705637523128,5211,0.236,1.0,0.236
3518,2.8947368421052637,1.4736842105263168,1.0,975,6,0.9670332675871137,7185,0.128,1.0,0.128
