,migration_rate,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
1342,0.0005,,430,4,0.6669767441860466,1680,0.0,,
1343,0.0005,1.0,1192,9,4.129003198054141,22458,0.06,1.0,0.06
1344,0.0005,,305,5,0.6657350174684225,1546,0.0,,
1345,0.0005,,344,6,1.849242833964305,2534,0.0,,
1346,0.0005,1.0,1095,8,2.5579500010425136,16422,0.24,1.0,0.24
1347,0.0005,1.0,866,9,3.7109430419917966,17668,0.11,1.0,0.11
1348,0.0005,,802,10,2.7202520506713266,9599,0.0,,
1349,0.0005,,340,4,0.5387110726643599,1025,0.0,,
1350,0.0005,1.0,633,15,14.925051598621375,34196,0.04,1.0,0.04
1351,0.0005,,374,5,0.7372529955103092,1732,0.0,,
1352,0.0005,,687,6,1.3127048598530835,4755,0.0,,
1353,0.0005,,549,8,3.4177192510973757,7240,0.0,,
1354,0.0005,,386,7,1.1049692609197561,2160,0.0,,
1355,0.0005,1.0,664,12,8.747858905501525,21814,0.02,1.0,0.02
1356,0.0005,1.0,1096,10,3.008983396824551,14959,0.31,1.0,0.31
1357,0.0005,,273,5,1.1622053160514698,1466,0.0,,
1358,0.0005,,364,7,1.7537963410216157,2713,0.0,,
1359,0.0005,,282,5,0.8125345807554952,1166,0.0,,
1360,0.0005,,987,11,6.713543543266106,35485,0.0,,
1361,0.0005,,1123,11,6.022088144828959,35918,0.0,,
1362,0.0005,,151,7,1.68115433533617,788,0.0,,
1363,0.0005,1.0,854,11,6.321233868446601,24463,0.06,1.0,0.06
1364,0.0005,1.0,1102,13,8.277370627896483,31844,0.27,1.0,0.27
1365,0.0005,1.0,1126,9,3.290817871779259,20073,0.05,1.0,0.05
1366,0.0005,,888,10,2.7273240301111925,9077,0.0,,
1367,0.0005,,188,6,2.174173834314169,1356,0.0,,
1368,0.0005,1.0,1050,10,6.87140589569161,31359,0.26,1.0,0.26
1369,0.0005,1.0,874,14,10.485204404903413,39228,0.24,1.0,0.24
1370,0.0005,1.0,1011,10,5.394825074526402,24188,0.15,1.0,0.15
1371,0.0005,1.0,895,9,5.339641084860022,20133,0.21,1.0,0.21
1372,0.0005,,871,11,6.128943729642875,23708,0.0,,
1373,0.0005,,563,6,1.7078452466960492,4990,0.0,,
1374,0.0005,,980,10,6.902185547688465,23001,0.0,,
1375,0.0005,,181,5,1.0386740331491713,912,0.0,,
1376,0.0005,,613,9,4.580468319632541,9171,0.0,,
1377,0.0005,1.0,1240,9,3.426742325702394,21173,0.36,1.0,0.36
1378,0.0005,,645,10,3.298085451595457,8466,0.0,,
1379,0.0005,1.0,737,16,21.827063031947702,45932,0.13,1.0,0.13
1380,0.0005,1.0,780,6,1.7597633136094673,5808,0.05,1.0,0.05
1381,0.0005,,643,8,2.433393235925108,8888,0.0,,
1382,0.0005,1.0,1362,12,6.041456698601219,40114,0.47,1.0,0.47
1383,0.0005,,498,11,5.617344881534168,8738,0.0,,
1384,0.0005,1.0,872,8,2.5361080717111357,12070,0.19,1.0,0.19
1385,0.0005,,449,7,3.4254294373539818,5706,0.0,,
1386,0.0005,1.0,1117,11,5.246629568746699,33258,0.12,1.0,0.12
1387,0.0005,,476,8,2.162148683002613,4317,0.0,,
1388,0.0005,,192,4,0.3936360677083333,481,0.0,,
1389,0.0005,,740,8,2.6118407596785973,7634,0.0,,
1390,0.0005,1.0,906,11,9.788217134726061,27905,0.13,1.0,0.13
1391,0.0005,,567,9,5.002367110538774,8393,0.0,,
1392,0.0005,,441,10,5.840323733423831,7001,0.0,,
1393,0.0005,,490,8,3.1603706788837984,5407,0.0,,
1394,0.0005,,647,7,1.687264248976969,4239,0.0,,
1395,0.0005,,222,6,1.0827246165084,915,0.0,,
1396,0.0005,,424,6,1.734692061231755,3094,0.0,,
1397,0.0005,,721,10,4.0870650833620275,12628,0.0,,
1398,0.0005,1.0,892,7,1.702461089102938,6999,0.1,1.0,0.1
1399,0.0005,,296,4,0.4658053323593864,786,0.0,,
1400,0.0,,274,8,5.20352709254622,3940,0.0,,
1401,0.0,,249,6,1.8466153771713356,2069,0.0,,
1402,0.0,,221,4,0.49163612538645807,641,0.0,,
1403,0.0,,263,6,2.1273113678092788,2040,0.0,,
1404,0.0,,212,4,0.4858268066927732,583,0.0,,
1405,0.0,,208,4,0.5547106139053254,681,0.0,,
1406,0.0,,198,4,0.5363993470054075,601,0.0,,
1407,0.0,,174,4,0.5931100541683181,557,0.0,,
1408,0.0,,182,5,1.03876343436783,802,0.0,,
1409,0.0,,335,7,2.7966674092225445,2767,0.0,,
1410,0.0,,268,5,1.1630095789708175,1252,0.0,,
1411,0.0,,259,5,0.6171046943247716,828,0.0,,
1412,0.0,,108,3,0.3342764060356653,215,0.0,,
1413,0.0,,290,5,1.1264684898929844,1288,0.0,,
1414,0.0,,244,4,0.3359815909701694,531,0.0,,
1415,0.0,,206,6,1.5835846922424357,1487,0.0,,
1416,0.0,,578,10,2.2001772009434757,5290,0.0,,
1417,0.0,,234,4,0.5299145299145299,774,0.0,,
1418,0.0,,224,4,0.5344188456632654,721,0.0,,
1419,0.0,,269,5,1.042799297964373,1438,0.0,,
1420,0.0,,198,4,0.5884348535863688,605,0.0,,
1421,0.0,,282,6,2.3681907348724915,1996,0.0,,
1422,0.0,,382,6,1.6818138208930675,3131,0.0,,
1423,0.0,,219,5,1.2774128979796087,1345,0.0,,
1424,0.0,,374,5,0.9406974749063456,1765,0.0,,
1425,0.0,,175,4,0.5744979591836735,738,0.0,,
1426,0.0,,252,5,1.5514455782312924,1411,0.0,,
1427,0.0,,178,5,0.7661911374826411,642,0.0,,
1428,0.0,,357,5,0.6297264003640672,1119,0.0,,
1429,0.0,,352,8,3.2670454545454546,3812,0.0,,
1430,0.0,,197,4,0.594655878791002,547,0.0,,
1431,0.0,1.0,499,10,5.173433038421532,6714,0.07,1.0,0.07
1432,0.0,,287,5,1.4844419623887626,1831,0.0,,
1433,0.0,,337,8,3.199059602532381,3147,0.0,,
1434,0.0,,257,5,0.6791624400066617,894,0.0,,
1435,0.0,,195,4,0.4219855358316897,493,0.0,,
1436,0.0,,200,4,0.4731,626,0.0,,
1437,0.0,,185,4,0.39865595325054787,428,0.0,,
1438,0.0,,251,5,0.9324296439739052,1048,0.0,,
1439,0.0,,305,7,1.8123085192152646,1938,0.0,,
1440,0.0,,647,7,1.7358871882831,4846,0.0,,
1441,0.0,,201,3,0.21162842503898416,351,0.0,,
1442,0.0,,178,5,0.7727559651559146,578,0.0,,
1443,0.0,,168,5,0.9126984126984129,718,0.0,,
1444,0.0,,255,5,0.9955555555555554,1343,0.0,,
1445,0.0,,194,5,0.5889308109257094,679,0.0,,
1446,0.0,,229,7,2.19744093362064,1684,0.0,,
1447,0.0,,190,4,0.8254847645429363,730,0.0,,
1448,0.0,,261,6,1.195167422674359,1340,0.0,,
1449,0.0,,191,4,0.38112990323730156,463,0.0,,
1450,0.0,,275,4,0.5824000000000001,1012,0.0,,
1451,0.0,,199,5,0.8466452867351835,696,0.0,,
1452,0.0,,236,4,0.5594656707842574,810,0.0,,
1453,0.0,,249,4,0.5149594361381269,696,0.0,,
1454,0.0,,232,7,2.2383880796670628,2139,0.0,,
1455,0.0,,195,5,1.407074293228139,1011,0.0,,
1456,0.0,,296,5,0.9416430788897006,1427,0.0,,
1457,0.0,,275,5,0.7634512396694214,1003,0.0,,
1458,0.0,,183,4,0.5532562931111707,623,0.0,,
1459,0.0,,363,9,2.659168696734436,3060,0.0,,
1460,0.0,,266,5,0.890963310531969,1297,0.0,,
1461,0.0,,316,5,0.844686348341612,1551,0.0,,
1462,0.0,,159,4,0.45947549543135174,463,0.0,,
1463,0.0,,371,5,0.8487441968599473,1666,0.0,,
1464,0.0,,296,5,1.0555035609934258,1549,0.0,,
1465,0.0,,277,8,2.2309947998800976,1718,0.0,,
1466,0.0,,253,8,4.444093799309472,3654,0.0,,
1467,0.0,,270,6,1.8047187928669408,1976,0.0,,
1468,0.0,,337,7,1.74149635904164,2328,0.0,,
1469,0.0,,254,4,0.30522661045322086,522,0.0,,
1470,0.0,,286,6,1.1769279671377575,1562,0.0,,
1471,0.0,,326,10,7.997101885656215,7400,0.0,,
1472,0.0,,231,8,2.466745375836285,1763,0.0,,
1473,0.0,,148,4,0.550173484295106,487,0.0,,
1474,0.0,,241,6,0.9501558168764312,982,0.0,,
1475,0.0,,435,7,2.16257894041485,3642,0.0,,
1476,0.0,,180,5,0.7188580246913581,587,0.0,,
1477,0.0,,418,11,7.504023488473249,8803,0.0,,
1478,0.0,,375,6,1.993784888888889,3119,0.0,,
1479,0.0,,209,6,1.7490899933609578,1378,0.0,,
1480,0.0,,210,6,2.2443537414965986,1624,0.0,,
1481,0.0,,260,5,1.1440236686390532,1386,0.0,,
1482,0.0,,96,3,0.31499565972222215,209,0.0,,
1483,0.0,,319,5,1.0812590285079744,1970,0.0,,
1484,0.0,,317,7,2.36682621978525,2820,0.0,,
1485,0.0,,304,5,0.6848597645429363,1262,0.0,,
1486,0.0,,315,15,13.051992945326278,9264,0.0,,
1487,0.0,,555,9,3.870043015988962,8149,0.0,,
1488,0.0,,241,4,0.6782941065064308,885,0.0,,
1489,0.0,,400,8,3.1597750000000002,4900,0.0,,
1490,0.0,,281,4,0.6136700396398221,972,0.0,,
1491,0.0,,239,4,0.4564695996218553,685,0.0,,
1492,0.0,,103,3,0.21755113582807065,179,0.0,,
1493,0.0,,190,5,0.5519113573407203,500,0.0,,
1494,0.0,,473,6,1.7384156725323938,3270,0.0,,
1495,0.0,,281,6,2.297184686110865,2224,0.0,,
1496,0.0,,269,5,0.670001796547864,874,0.0,,
1497,0.0,,299,5,0.6893882618762652,1019,0.0,,
1498,0.0,,336,8,3.445356788548753,3531,0.0,,
1499,0.0,,255,4,0.4143944636678201,693,0.0,,
