,contact_rate_host_host,fitnessHost,mutant_frac,mut_frac_inf_hosts,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,pwd_genomes,mut_frac_hosts
156,0.163,0.158,0.47619047619047616,0.03825136612021858,6690,5,0.22596839313523745,12094,0.366,2.2939508506616257,0.014
157,0.163,0.105,0.39710144927536234,0.045871559633027525,6569,3,0.13455650164543692,9566,0.436,2.2074380165289256,0.02
158,0.163,0.053,0.35275080906148865,0.038461538461538464,6188,3,0.0798543660415785,7755,0.416,2.0598961478082356,0.016
159,0.163,0.0,0.3447098976109215,0.0,5846,1,0.00017102787253967113,5845,0.384,1.9574551514557397,0.0
160,0.158,1.0,1.0,1.0,8928,27,34.68764432464896,1278858,0.368,22.75247675659198,0.368
161,0.158,0.947,1.0,1.0,8595,18,14.475693777345963,532668,0.378,16.724981738495252,0.378
162,0.158,0.895,1.0,1.0,8740,15,9.180235679612922,473043,0.316,13.651683303366607,0.316
163,0.158,0.842,1.0,1.0,8530,12,3.4902432625214916,171037,0.358,7.388384983623079,0.358
164,0.158,0.789,1.0,1.0,8451,12,5.138432034735212,235097,0.314,10.698176354074175,0.314
165,0.158,0.737,1.0,1.0,8667,10,2.101765183592734,113386,0.38,5.956567832837454,0.38
166,0.158,0.684,0.8672839506172839,0.7425149700598802,8721,9,1.601576978157404,78548,0.334,5.813990232691755,0.248
167,0.158,0.632,0.9688195991091314,0.9292929292929293,8451,8,1.1628248184271386,57031,0.396,4.7382698961937715,0.368
168,0.158,0.579,0.7947976878612717,0.5534591194968553,8556,7,0.9661428673529135,53120,0.318,3.9093204775022956,0.176
169,0.158,0.526,0.8655256723716381,0.7027027027027027,8214,7,0.8702764715636608,41248,0.37,4.35,0.26
170,0.158,0.474,0.8514851485148515,0.6774193548387096,8217,6,0.7190054652544261,36339,0.372,3.724719449438899,0.252
171,0.158,0.421,0.7817258883248731,0.5401069518716578,8218,6,0.6869527805840374,34594,0.374,3.286020408163265,0.202
172,0.158,0.368,0.6017699115044248,0.25824175824175827,7635,5,0.5103681602793465,24730,0.364,2.7596475650570316,0.094
173,0.158,0.316,0.7338709677419355,0.4896907216494845,7596,5,0.44008334532656385,21948,0.388,3.1706406205113473,0.19
174,0.158,0.263,0.6356382978723404,0.2789473684210526,7197,6,0.4186793051286228,18204,0.38,2.657244897959184,0.106
175,0.158,0.211,0.5714285714285714,0.20812182741116753,6822,4,0.30857805136794664,14477,0.394,2.723533163265306,0.082
176,0.158,0.158,0.4840764331210191,0.11475409836065574,6558,5,0.24017786814369743,11931,0.366,2.322863520408163,0.042
177,0.158,0.105,0.38321167883211676,0.03977272727272727,6355,4,0.15438543407032504,9682,0.352,2.1773003472222223,0.013999999999999999
178,0.158,0.053,0.38434163701067614,0.011428571428571429,5946,3,0.08455098578087415,7519,0.35,2.093912361533183,0.004
179,0.158,0.0,0.31932773109243695,0.0,5760,1,0.00017358097029320998,5759,0.324,1.945983379501385,0.0
180,0.153,1.0,1.0,1.0,8076,28,46.175447093007705,1427917,0.314,30.17652777777778,0.314
181,0.153,0.947,1.0,1.0,8078,17,7.08620402977383,277583,0.346,12.176308744794765,0.346
182,0.153,0.895,1.0,1.0,7958,16,8.662264081704143,346942,0.276,14.79766803840878,0.276
183,0.153,0.842,1.0,1.0,7933,13,4.994271178436944,204352,0.356,8.760416666666666,0.356
184,0.153,0.789,1.0,1.0,7985,13,3.8286354227890507,190209,0.38,10.02956010701285,0.38
185,0.153,0.737,0.9518900343642611,0.9014084507042254,8098,9,1.8199263425360888,81301,0.284,7.034989594172737,0.256
186,0.153,0.684,0.897196261682243,0.7708333333333334,8124,9,1.5238523921801923,74159,0.384,4.910150071370703,0.29600000000000004
187,0.153,0.632,0.9107692307692308,0.8198757763975155,8165,7,1.205733311983512,62939,0.322,4.232164090368609,0.264
188,0.153,0.579,1.0,1.0,7830,8,1.1781584076700122,55320,0.334,5.145003756574004,0.334
189,0.153,0.526,0.7267605633802817,0.4425287356321839,7872,6,0.8091149835374117,39322,0.348,3.8930352743224566,0.154
190,0.153,0.474,0.8830769230769231,0.7610062893081762,7555,8,0.8692396767407422,34631,0.318,4.4152239024033895,0.24200000000000002
191,0.153,0.421,0.7868852459016393,0.5214723926380368,7525,5,0.6249676537786559,28224,0.326,3.3901011704026978,0.17
192,0.153,0.368,0.6746268656716418,0.3271604938271605,7433,6,0.5721579071980195,25836,0.324,2.937363180566344,0.10600000000000001
193,0.153,0.316,0.643979057591623,0.30612244897959184,6894,5,0.4541706570102247,19950,0.392,2.7557815115630233,0.12000000000000001
194,0.153,0.263,0.5288753799392097,0.14835164835164835,6916,4,0.382601692925199,17323,0.364,2.375756496974012,0.054
195,0.153,0.211,0.6140845070422535,0.26737967914438504,6687,4,0.2948265305399062,14290,0.374,2.736896,0.1
196,0.153,0.158,0.5488721804511278,0.2546583850931677,6448,4,0.2454458150410384,12128,0.322,2.5759637188208617,0.08199999999999999
197,0.153,0.105,0.4517543859649123,0.13793103448275862,6149,4,0.17662884151290287,9672,0.29,2.3356344510190663,0.039999999999999994
198,0.153,0.053,0.3795918367346939,0.01935483870967742,5852,3,0.07652792579223487,7256,0.31,2.019024970273484,0.006
199,0.153,0.0,0.30677290836653387,0.0,5508,1,0.0001815211412303698,5507,0.348,1.9477317554240632,0.0
200,0.147,1.0,1.0,1.0,7945,22,23.21391346501534,767292,0.294,18.285952,0.294
201,0.147,0.947,1.0,1.0,7711,20,20.22396292092565,649243,0.32,23.874372058067323,0.32
202,0.147,0.895,1.0,1.0,7523,17,9.208799090825707,431715,0.314,10.154916753381894,0.314
203,0.147,0.842,1.0,1.0,7702,14,6.670186415544874,262041,0.258,9.110213356899381,0.258
204,0.147,0.789,1.0,1.0,7158,18,4.619758266707606,176644,0.304,6.912781714529277,0.304
205,0.147,0.737,1.0,1.0,7458,11,3.0492840356519437,121731,0.36,7.905688888888889,0.36
206,0.147,0.684,1.0,1.0,7375,10,2.461037173226084,116961,0.376,7.388288,0.376
207,0.147,0.632,1.0,1.0,7509,9,1.5764510473967397,81669,0.306,4.276352,0.306
208,0.147,0.579,0.9492753623188406,0.9060402684563759,7132,11,1.3532003193367663,46494,0.298,4.854074074074074,0.27
209,0.147,0.526,0.7752442996742671,0.56875,7091,7,0.9046409807860545,35751,0.32,4.10057837466915,0.182
210,0.147,0.474,0.8032786885245902,0.5662650602409639,7379,6,0.7583076259400866,33246,0.332,3.7280017821341054,0.18800000000000003
211,0.147,0.421,0.8285714285714286,0.6351351351351351,7184,6,0.6991612609808483,29064,0.296,3.5561831153388823,0.18799999999999997
212,0.147,0.368,0.61875,0.27380952380952384,6837,6,0.6252240340476773,24744,0.336,2.7310979618671927,0.09200000000000001
213,0.147,0.316,0.7002967359050445,0.4228571428571429,6773,7,0.4997671314975572,20191,0.35,2.738449335712869,0.148
214,0.147,0.263,0.571917808219178,0.25595238095238093,6377,5,0.4180731340325017,17121,0.336,2.6140574453484953,0.086
215,0.147,0.211,0.5604395604395604,0.22077922077922077,6309,4,0.3097356233742471,13609,0.308,2.5702,0.06799999999999999
216,0.147,0.158,0.4642857142857143,0.0963855421686747,6023,5,0.2752679011820563,11643,0.332,2.2148451406194374,0.032
217,0.147,0.105,0.3383084577114428,0.036231884057971016,5748,4,0.17103440778045578,9004,0.276,2.057511421660844,0.010000000000000002
218,0.147,0.053,0.4054982817869416,0.011428571428571429,5530,3,0.07409033089281218,6831,0.35,1.9980340264650283,0.004
219,0.147,0.0,0.31092436974789917,0.0,5202,1,0.00019219680243055595,5201,0.328,1.943754565376187,0.0
220,0.142,1.0,1.0,1.0,7091,28,41.922568429224604,1165301,0.298,19.12709667954423,0.298
221,0.142,0.947,1.0,1.0,6897,20,18.3143322942237,537521,0.326,20.865106129736162,0.326
222,0.142,0.895,1.0,1.0,7379,20,16.559804425524128,609318,0.298,16.65541675798086,0.298
223,0.142,0.842,1.0,1.0,6788,15,12.014749307158915,395387,0.348,11.371970221606649,0.348
224,0.142,0.789,1.0,1.0,6963,15,7.667838181789718,289831,0.288,13.491239669421487,0.288
225,0.142,0.737,1.0,1.0,6613,14,6.0784244515697505,239531,0.28,5.076323568933082,0.28
226,0.142,0.684,1.0,1.0,6916,11,2.6846646245903494,119098,0.246,9.755716268536782,0.246
227,0.142,0.632,1.0,1.0,7005,8,1.697966609961988,71181,0.314,5.608113399639753,0.314
228,0.142,0.579,1.0,1.0,7299,8,1.6155958732248679,82938,0.238,5.538908706566257,0.238
229,0.142,0.526,0.6894409937888198,0.3939393939393939,6469,7,1.0538546907936568,35586,0.33,3.343235127018911,0.13
230,0.142,0.474,0.933920704845815,0.8828125,6620,6,0.7951770246711879,30176,0.256,4.01,0.226
231,0.142,0.421,0.8264462809917356,0.6911764705882353,6852,7,0.808458309094732,34128,0.272,4.05126172545911,0.188
232,0.142,0.368,0.6592920353982301,0.40310077519379844,6833,6,0.7689826377612505,26406,0.258,2.8210372534696857,0.104
233,0.142,0.316,0.6745283018867925,0.4297520661157025,6066,5,0.6063657227362406,21933,0.242,3.1374727236659394,0.104
234,0.142,0.263,0.6032608695652174,0.3113207547169811,5869,5,0.4170639237250191,14822,0.212,2.831371191135734,0.06599999999999999
235,0.142,0.211,0.6027874564459931,0.25,5885,4,0.33818496544864074,13313,0.304,2.670440051020408,0.076
236,0.142,0.158,0.4307692307692308,0.12941176470588237,5962,4,0.25021257295309074,11439,0.34,2.1596748439541296,0.044000000000000004
237,0.142,0.105,0.42424242424242425,0.10135135135135136,5381,3,0.14981128925513484,8119,0.296,2.2448060941828256,0.03
238,0.142,0.053,0.2961165048543689,0.0,5281,3,0.09354475414125321,6886,0.29,1.9638888888888888,0.0
239,0.142,0.0,0.3512396694214876,0.0,4984,1,0.00020060179734057498,4983,0.314,1.951595457003786,0.0
240,0.137,1.0,1.0,1.0,5941,29,50.274087155803315,1205893,0.268,21.017073597109725,0.268
241,0.137,0.947,1.0,1.0,6725,24,26.60274072497616,761749,0.278,19.842785129174544,0.278
242,0.137,0.895,1.0,1.0,6338,17,14.02652172090366,424882,0.284,15.773940904236383,0.284
243,0.137,0.842,1.0,1.0,6850,13,4.537814502637327,159917,0.282,9.186446280991735,0.282
244,0.137,0.789,1.0,1.0,6450,13,6.439843014241933,273629,0.246,6.052951388888889,0.246
245,0.137,0.737,1.0,1.0,6269,12,3.501892005521273,114609,0.27,7.14007571660357,0.27
246,0.137,0.684,1.0,1.0,6318,11,2.3217448230989786,83054,0.26,6.386826618379358,0.26
247,0.137,0.632,1.0,1.0,6308,8,2.0544244276776698,65073,0.204,5.920553633217993,0.204
248,0.137,0.579,0.801829268292683,0.5886075949367089,6063,10,2.2225833759544247,55567,0.316,4.832176614449072,0.186
249,0.137,0.526,0.9330143540669856,0.8823529411764706,6250,8,1.1919192064,38962,0.238,5.100346020761246,0.21
250,0.137,0.474,0.8764705882352941,0.7423312883435583,6159,8,1.1585959569381832,44078,0.326,3.9320622397545475,0.24200000000000002
251,0.137,0.421,0.7731481481481481,0.5847457627118644,6107,8,1.0622231683013121,34682,0.236,3.1539792387543253,0.13799999999999998
252,0.137,0.368,0.8155339805825242,0.6148648648648649,6351,7,1.0059272048749677,32380,0.296,3.962941683424303,0.182
253,0.137,0.316,0.8273381294964028,0.7176470588235294,5618,5,0.5357345452070665,17883,0.17,3.294460641399417,0.12200000000000001
254,0.137,0.263,0.6575875486381323,0.4394904458598726,5839,6,0.5097120392811375,18238,0.314,2.91351606805293,0.138
255,0.137,0.211,0.56656346749226,0.18128654970760233,5471,5,0.36721269500262277,12911,0.342,2.522222222222222,0.062
256,0.137,0.158,0.54296875,0.20408163265306123,5654,5,0.2640940628977059,10996,0.294,2.4119571683521714,0.06
257,0.137,0.105,0.43043478260869567,0.06428571428571428,4967,5,0.259858816933456,8903,0.28,2.1918282548476453,0.018
258,0.137,0.053,0.31125827814569534,0.028037383177570093,4815,3,0.08379792725441544,6106,0.214,1.9940511600237953,0.006
259,0.137,0.0,0.3620689655172414,0.0,4594,1,0.0002176278460538618,4593,0.296,1.9523875432525952,0.0
260,0.132,1.0,1.0,1.0,5581,33,39.29385212537187,882140,0.248,21.188750676041103,0.248
261,0.132,0.947,1.0,1.0,5355,23,28.11186159866997,800762,0.266,7.689405188226046,0.266
262,0.132,0.895,1.0,1.0,5883,14,5.525838732616175,147195,0.176,11.68955441928415,0.176
263,0.132,0.842,1.0,1.0,5265,19,14.461601448040193,323362,0.27,12.922525984802165,0.27
264,0.132,0.789,1.0,1.0,5692,13,6.051846354859849,185941,0.252,9.705613965483039,0.252
265,0.132,0.737,1.0,1.0,6023,13,6.0950911814082325,184172,0.168,7.1680440771349865,0.168
266,0.132,0.684,1.0,1.0,5155,12,5.283603819895555,130079,0.16,4.3799621928166355,0.16
267,0.132,0.632,1.0,1.0,5709,11,2.55940663488223,91432,0.244,6.457121411146557,0.244
268,0.132,0.579,1.0,1.0,5826,9,2.175931278149998,94384,0.274,6.438168846611177,0.274
269,0.132,0.526,1.0,1.0,5581,10,1.938379894335868,62315,0.286,5.670833333333333,0.286
270,0.132,0.474,1.0,1.0,5540,8,1.5163522266678828,46028,0.23,4.847114812611541,0.23
271,0.132,0.421,0.8350515463917526,0.6666666666666666,5788,7,1.2028848799006977,33301,0.288,3.9886372859345833,0.19199999999999998
272,0.132,0.368,1.0,1.0,5307,7,1.2036370648477084,42314,0.192,4.632657607484963,0.192
273,0.132,0.316,0.9024390243902439,0.8245614035087719,5271,6,0.8196503089736077,22090,0.228,3.6039804351492664,0.188
274,0.132,0.263,0.9598214285714286,0.928,5287,7,0.6577732284515849,18863,0.25,3.5953320184089415,0.232
275,0.132,0.211,0.7640449438202247,0.631578947368421,4780,5,0.4500391712329967,13315,0.228,3.232142857142857,0.144
276,0.132,0.158,0.46788990825688076,0.17142857142857143,4770,5,0.28051918656522906,9725,0.14,2.339335180055402,0.024000000000000004
277,0.132,0.105,0.49504950495049505,0.1282051282051282,4899,4,0.18280405234939492,7941,0.234,2.3528122717311906,0.03
278,0.132,0.053,0.3237410071942446,0.0,4284,3,0.12065218244160408,5976,0.188,1.9524793388429753,0.0
279,0.132,0.0,0.3230769230769231,0.0,4470,1,0.0002236635987367937,4469,0.264,1.9365234375,0.0
280,0.126,1.0,1.0,1.0,4891,21,29.339182148761626,486939,0.19,10.217272872937029,0.19
281,0.126,0.947,1.0,1.0,5014,22,22.349893572826563,470695,0.256,9.309541420118343,0.256
282,0.126,0.895,1.0,1.0,4801,16,8.701185846991452,223506,0.25,7.360705228837097,0.25
283,0.126,0.842,1.0,1.0,4872,21,16.94621990443026,356477,0.216,13.028862847222221,0.216
284,0.126,0.789,1.0,1.0,5096,16,7.334161031276416,181086,0.266,8.487122788761706,0.266
285,0.126,0.737,1.0,1.0,4702,15,6.609759804284301,141210,0.174,5.932156318190835,0.174
286,0.126,0.684,1.0,1.0,5061,13,4.335414834884787,126630,0.22,4.18598615916955,0.22
287,0.126,0.632,1.0,1.0,5339,12,4.589733120116348,119351,0.208,10.213964290898534,0.208
288,0.126,0.579,1.0,1.0,4751,12,2.359431669350006,55990,0.168,5.601666666666667,0.168
289,0.126,0.526,1.0,1.0,5016,8,1.4991504061007965,32492,0.106,6.6224,0.106
290,0.126,0.474,1.0,1.0,5060,8,1.4406097189457732,37947,0.152,4.73066263542454,0.152
291,0.126,0.421,1.0,1.0,4867,6,0.9992414203006464,30083,0.174,3.508009967960128,0.174
292,0.126,0.368,0.6832579185520362,0.4067796610169492,4996,8,1.39125435656772,31245,0.236,2.9078798185941044,0.096
293,0.126,0.316,0.6123595505617978,0.31683168316831684,4479,5,0.5742472836323174,14732,0.202,2.9049586776859506,0.064
294,0.126,0.263,0.7612903225806451,0.5978260869565217,5002,7,0.6782280690282863,17779,0.184,3.8240190249702737,0.11
295,0.126,0.211,1.0,1.0,4896,7,0.8390521207121192,34718,0.212,3.925878099173554,0.212
296,0.126,0.158,0.5561224489795918,0.2627118644067797,4217,4,0.34693241427290833,9443,0.236,2.7084481175390267,0.062
297,0.126,0.105,0.7659574468085106,0.6451612903225806,4114,4,0.22223703922884233,7249,0.124,2.514047866805411,0.08
298,0.126,0.053,0.4114583333333333,0.07377049180327869,3819,3,0.09983296949466641,5051,0.244,2.023356401384083,0.018
299,0.126,0.0,0.29850746268656714,0.0,4076,1,0.00024527837621020067,4075,0.188,1.9024390243902438,0.0
300,0.121,1.0,1.0,1.0,3404,28,45.460871619205165,375285,0.106,8.725797728501894,0.106
301,0.121,0.947,1.0,1.0,3852,20,18.764031564026837,333335,0.074,7.776937618147448,0.074
302,0.121,0.895,1.0,1.0,3720,20,16.172743669788414,259454,0.206,10.893853399347904,0.206
303,0.121,0.842,1.0,1.0,3741,15,7.675984869255133,124555,0.142,7.369260204081633,0.142
304,0.121,0.789,1.0,1.0,3790,18,19.316766730947293,261435,0.214,16.6279000594884,0.214
305,0.121,0.737,1.0,1.0,4171,16,11.416071893238705,147049,0.146,11.911111111111111,0.146
306,0.121,0.684,1.0,1.0,3925,15,4.84453594060611,91472,0.118,7.333333333333333,0.118
307,0.121,0.632,1.0,1.0,3845,16,8.96178976970074,180492,0.12,8.2175,0.12
308,0.121,0.579,1.0,1.0,4855,9,3.1575854677511908,91910,0.196,5.885915718634834,0.196
309,0.121,0.526,1.0,1.0,3971,9,2.7312255859514343,42322,0.234,5.067920918367347,0.234
310,0.121,0.474,1.0,1.0,3931,8,1.7566647151276074,37995,0.084,3.7485207100591715,0.084
311,0.121,0.421,1.0,1.0,4402,9,2.176149744829134,44284,0.18,6.2792,0.18
312,0.121,0.368,1.0,1.0,3987,9,1.6980360488115094,35631,0.136,5.254539858417974,0.136
313,0.121,0.316,1.0,1.0,3831,8,1.394139676181634,31800,0.148,3.50036523009496,0.148
314,0.121,0.263,1.0,1.0,4109,7,1.6371490654311056,33794,0.144,5.372781065088757,0.144
315,0.121,0.211,0.6870229007633588,0.4605263157894737,4157,5,0.44976563090888544,11831,0.152,2.7703213610586013,0.06999999999999999
316,0.121,0.158,0.7721518987341772,0.6043956043956044,4047,4,0.46645661927992255,11867,0.182,3.1819262782401903,0.10999999999999999
317,0.121,0.105,0.5064935064935064,0.14606741573033707,3211,4,0.22896903075993927,5614,0.178,2.2487790864694053,0.026
318,0.121,0.053,0.3508771929824561,0.04310344827586207,3707,3,0.08502334729482182,4729,0.232,1.9924554183813443,0.010000000000000002
319,0.121,0.0,0.32432432432432434,0.0,3088,1,0.0003237293283041154,3087,0.15,1.8904309715120526,0.0
320,0.116,1.0,1.0,1.0,3364,31,47.49588812650135,596606,0.11,12.604865220249836,0.11
321,0.116,0.947,1.0,1.0,3334,29,53.82783416322135,604295,0.126,12.08284023668639,0.126
322,0.116,0.895,1.0,1.0,3627,22,24.459628940164706,387237,0.05,13.805555555555555,0.05
323,0.116,0.842,1.0,1.0,3583,23,23.972785089511213,299146,0.098,18.28125,0.098
324,0.116,0.789,1.0,1.0,3503,18,17.617383541972792,282876,0.166,6.793769938074686,0.166
325,0.116,0.737,1.0,1.0,3243,19,21.17562673711989,265020,0.084,17.39751216873986,0.084
326,0.116,0.684,1.0,1.0,3941,16,6.18802327994349,101670,0.06,4.260330578512397,0.06
327,0.116,0.632,1.0,1.0,3290,11,6.914938054896019,90167,0.188,4.381391772395233,0.188
328,0.116,0.579,1.0,1.0,3385,12,7.025485535499609,94747,0.142,6.862011834319526,0.142
329,0.116,0.526,1.0,1.0,3023,11,3.011996350835019,50519,0.162,4.024444444444445,0.162
330,0.116,0.474,1.0,1.0,3427,12,4.556093072665113,61595,0.162,8.652686009767308,0.162
331,0.116,0.421,1.0,1.0,2864,11,5.225861859609563,67783,0.08,4.426666666666667,0.08
332,0.116,0.368,1.0,1.0,2784,12,2.6975987580922176,37596,0.19,4.737222222222222,0.19
333,0.116,0.316,1.0,1.0,3524,9,2.0946172894541206,36386,0.106,4.7932797662527395,0.106
334,0.116,0.263,1.0,1.0,3101,8,2.5552427616685636,31952,0.162,2.8524305555555554,0.162
335,0.116,0.211,1.0,1.0,3375,8,1.5660294320987656,23146,0.194,4.932366334963738,0.194
336,0.116,0.158,1.0,1.0,3151,4,0.4961231471957187,9308,0.112,2.2656,0.112
337,0.116,0.105,0.3684210526315789,0.0,3256,4,0.2761032929567942,5999,0.024,1.78125,0.0
338,0.116,0.053,0.47368421052631576,0.1891891891891892,2926,3,0.12700099842597237,4116,0.074,2.085,0.014
339,0.116,0.0,0.36231884057971014,0.0,2365,1,0.0004226541932427179,2364,0.176,1.9192618223760092,0.0
340,0.111,1.0,1.0,1.0,2055,25,54.50105220783679,331366,0.148,7.255829903978052,0.148
341,0.111,0.947,,,977,9,2.8025319293599247,11011,0.0,,
342,0.111,0.895,1.0,1.0,2311,26,41.77534830971324,284671,0.026,4.484429065743945,0.026
343,0.111,0.842,,,2040,20,26.745154748173782,186114,0.0,,
344,0.111,0.789,1.0,1.0,2482,17,18.94430292952124,192804,0.098,5.862244897959184,0.098
345,0.111,0.737,1.0,1.0,2354,20,17.43410843200424,125976,0.024,6.66,0.024
346,0.111,0.684,1.0,1.0,2501,18,13.181703727945049,96295,0.116,7.544691358024691,0.116
347,0.111,0.632,1.0,1.0,1992,14,11.086254405170884,82551,0.07,4.898148148148148,0.07
348,0.111,0.579,1.0,1.0,2129,9,3.7628689322626694,28095,0.024,3.1003460207612457,0.024
349,0.111,0.526,1.0,1.0,2983,12,5.161688499890261,66760,0.094,3.808641975308642,0.094
350,0.111,0.474,,,2035,8,2.0010272322803035,19203,0.0,,
351,0.111,0.421,1.0,1.0,2309,18,25.16353936176458,150129,0.138,2.5457063711911356,0.138
352,0.111,0.368,1.0,1.0,2820,11,4.360311226799457,59283,0.104,4.42,0.104
353,0.111,0.316,1.0,1.0,2484,10,4.514616573445251,47654,0.124,4.293628808864266,0.124
354,0.111,0.263,,,743,5,0.6766247199071098,2093,0.0,,
355,0.111,0.211,,,1042,8,2.194529382075663,6091,0.0,,
356,0.111,0.158,1.0,1.0,2785,6,1.0563932841040584,22345,0.112,3.041322314049587,0.112
357,0.111,0.105,,,1499,4,0.502664662810564,3612,0.0,,
358,0.111,0.053,0.53125,0.3181818181818182,2052,3,0.10834744023802197,2749,0.044,1.9834710743801653,0.013999999999999999
359,0.111,0.0,0.4090909090909091,0.0,2079,1,0.0004807691195377587,2078,0.026,1.62,0.0
360,0.105,1.0,,,567,7,1.3669830071946476,2753,0.0,,
361,0.105,0.947,,,684,8,2.078579733935228,4720,0.0,,
362,0.105,0.895,1.0,1.0,1881,23,54.75495038241617,302399,0.058,4.966942148760331,0.058
363,0.105,0.842,,,1115,14,9.20992258038569,30309,0.0,,
364,0.105,0.789,,,1874,21,21.067216496254424,121582,0.0,,
365,0.105,0.737,,,850,8,2.4365397923875434,7560,0.0,,
366,0.105,0.684,,,1013,13,6.188148345935221,15835,0.0,,
367,0.105,0.632,,,1357,13,3.8054694971188456,19862,0.0,,
368,0.105,0.579,,,909,7,1.926521365007788,6397,0.0,,
369,0.105,0.526,,,1199,8,2.830857797121732,14372,0.0,,
370,0.105,0.474,,,758,11,4.770866256848671,9568,0.0,,
371,0.105,0.421,,,1058,8,4.239986277922106,14068,0.0,,
372,0.105,0.368,,,1053,8,1.327350337163569,5759,0.0,,
373,0.105,0.316,,,666,11,7.231170359548739,11919,0.0,,
374,0.105,0.263,,,1116,5,0.3905742153877777,2773,0.0,,
375,0.105,0.211,,,1153,4,0.6291788305931433,3412,0.0,,
376,0.105,0.158,1.0,1.0,1591,8,3.833983662817364,27346,0.018,1.5,0.018
377,0.105,0.105,,,999,4,0.24775726677628582,1934,0.0,,
378,0.105,0.053,,,1611,4,0.4228987473996472,4453,0.0,,
379,0.105,0.0,,,818,1,0.0012209993962255126,817,0.0,,
380,0.1,1.0,,,967,15,8.544142856990085,22450,0.0,,
381,0.1,0.947,,,533,7,1.3889731738997284,2797,0.0,,
382,0.1,0.895,,,463,6,0.8378730133554757,1753,0.0,,
383,0.1,0.842,,,585,11,7.6888421360216235,10514,0.0,,
384,0.1,0.789,,,629,6,1.4552435162179853,3830,0.0,,
385,0.1,0.737,,,632,8,2.2909389520910115,5008,0.0,,
386,0.1,0.684,,,590,12,6.652309681126113,9289,0.0,,
387,0.1,0.632,,,538,6,0.8319985904009066,1997,0.0,,
388,0.1,0.579,,,504,7,1.698377267573696,3209,0.0,,
389,0.1,0.526,,,960,14,13.004058159722222,34814,0.0,,
390,0.1,0.474,,,633,5,0.9549401156507915,2611,0.0,,
391,0.1,0.421,,,412,7,1.4543960316712228,1847,0.0,,
392,0.1,0.368,,,534,4,0.5374181149967037,1672,0.0,,
393,0.1,0.316,,,644,4,0.3214068708768952,1385,0.0,,
394,0.1,0.263,,,1551,8,4.059428808019286,32057,0.0,,
395,0.1,0.211,,,884,5,1.4081867693126675,5150,0.0,,
396,0.1,0.158,,,671,5,0.4635295319617717,1600,0.0,,
397,0.1,0.105,,,1094,3,0.2191887610332577,1973,0.0,,
398,0.1,0.053,,,915,5,0.5524488638060258,2327,0.0,,
399,0.1,0.0,,,888,1,0.0011248579660741828,887,0.0,,
400,0.2,1.0,1.0,1.0,11770,24,30.622581819914256,1618477,0.458,26.682304372302497,0.458
401,0.2,0.947,1.0,1.0,11883,15,5.495481063797648,406130,0.504,11.82084723900002,0.504
402,0.2,0.895,1.0,1.0,11599,13,4.323428382989424,320815,0.478,11.006377551020408,0.478
403,0.2,0.842,0.9228441754916793,0.8045977011494253,11738,9,1.8980355179643371,133464,0.522,5.25948717948718,0.42000000000000004
404,0.2,0.789,1.0,1.0,11733,10,1.6791806129228832,134622,0.438,5.580195898377717,0.438
405,0.2,0.737,0.9529616724738676,0.8732394366197183,11688,8,1.1656093744217086,85846,0.426,4.9668,0.37199999999999994
406,0.2,0.684,0.8543247344461306,0.6264591439688716,11720,7,0.9761595286491398,78895,0.514,4.200437145557656,0.322
407,0.2,0.632,0.849194729136164,0.5846774193548387,11411,7,0.7546357651521414,59114,0.496,3.7000673343994612,0.29000000000000004
408,0.2,0.579,0.8829981718464351,0.7288135593220338,11072,7,0.7025565893317309,51839,0.472,3.653125,0.344
409,0.2,0.526,0.7353951890034365,0.36885245901639346,11004,6,0.578148534533756,44855,0.488,3.645571792158769,0.18
410,0.2,0.474,0.7458256029684601,0.41452991452991456,10733,5,0.5276205588483943,38751,0.468,3.3163843987500483,0.19400000000000003
411,0.2,0.421,0.7267857142857143,0.39763779527559057,10186,5,0.448835452069998,32231,0.508,2.9406228373702423,0.202
412,0.2,0.368,0.6437847866419295,0.21311475409836064,9719,5,0.4177131061181161,28509,0.488,2.822845804988662,0.104
413,0.2,0.316,0.6619718309859155,0.1724137931034483,9239,5,0.3688316565490406,24098,0.522,2.5728,0.09000000000000001
414,0.2,0.263,0.5674418604651162,0.16216216216216217,8836,5,0.3101696094478307,20204,0.444,2.5207908428720085,0.07200000000000001
415,0.2,0.211,0.5233265720081136,0.10646387832699619,8576,5,0.25947754015022834,17342,0.526,2.404127100073046,0.056
416,0.2,0.158,0.499001996007984,0.09386281588447654,7974,5,0.19913069935278113,13733,0.554,2.3141434728858297,0.052000000000000005
417,0.2,0.105,0.4252577319587629,0.06302521008403361,7680,3,0.14824542575412328,11669,0.476,2.1342467399795684,0.03
418,0.2,0.053,0.39603960396039606,0.008130081300813009,7110,3,0.07926042637200036,8909,0.492,2.039377107716723,0.004
419,0.2,0.0,0.3119533527696793,0.0,6799,1,0.0001470588203481383,6798,0.472,1.961076817558299,0.0
420,0.195,1.0,1.0,1.0,11308,23,24.270853655919613,1216707,0.482,25.04326089174574,0.482
421,0.195,0.947,1.0,1.0,11661,18,9.605545509513199,573950,0.508,13.62896307837748,0.508
422,0.195,0.895,1.0,1.0,11440,16,4.771803969631766,300632,0.514,9.21680999731255,0.514
