,pop_size_host:my_population,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
688,25,1.0,524,6,1.3820982168871274,6233,0.24,1.0,0.24
689,30,1.0,763,9,4.898189357385913,17301,0.4666666666666667,1.0,0.4666666666666667
690,35,1.0,769,8,3.049162863293319,10708,0.6,1.0,0.6
691,40,1.0,918,6,1.0799751757396252,8047,0.5,1.0,0.5
692,45,1.0,1060,6,1.0937878248487005,8398,0.4444444444444444,1.0,0.4444444444444444
693,50,1.0,1158,8,2.441073735014512,19912,0.4,1.0,0.4
694,60,1.0,1310,5,0.5778923139677176,5143,0.5333333333333333,1.0,0.5333333333333333
695,70,0.6065573770491803,1599,4,0.5514664614101763,5601,0.5,0.3142857142857143,0.15714285714285714
696,80,0.6588235294117647,1831,6,0.676237061756669,7382,0.4875,0.2564102564102564,0.12499999999999999
697,90,0.7832167832167832,2123,7,0.6097824135941082,7968,0.5666666666666667,0.39215686274509803,0.2222222222222222
698,100,0.6133333333333333,2184,6,0.5722736703162529,7651,0.4,0.275,0.11000000000000001
699,200,0.8,4349,6,0.5778586757891765,17277,0.495,0.47474747474747475,0.235
700,300,0.7808988764044944,6430,6,0.5033681058606987,22620,0.4866666666666667,0.4657534246575342,0.22666666666666666
701,400,0.7610837438423645,8420,6,0.5582855546967125,32350,0.445,0.4550561797752809,0.2025
702,500,0.7736686390532544,10272,6,0.5238372574387865,38606,0.518,0.4092664092664093,0.21200000000000002
703,5,,5,2,0.4,7,0.0,,
704,10,,7,1,0.12244897959183675,6,0.0,,
705,15,,127,3,0.3747287494574989,320,0.0,,
706,20,1.0,392,7,1.9744312265722614,5555,0.65,1.0,0.65
707,25,1.0,592,10,3.5547731008035064,21152,0.68,1.0,0.68
708,30,1.0,617,9,5.655682197279144,21193,0.43333333333333335,1.0,0.43333333333333335
709,35,1.0,773,5,0.6951662597129178,4206,0.6,1.0,0.6
710,40,1.0,925,8,1.6860236669101534,10273,0.475,1.0,0.475
711,45,0.8648648648648649,966,4,0.5783298826777087,3242,0.4444444444444444,0.75,0.3333333333333333
712,50,1.0,1141,7,0.7385129670069691,9200,0.38,1.0,0.38
713,60,1.0,1331,5,0.6304868982778464,8050,0.55,1.0,0.55
714,70,0.8117647058823529,1490,5,0.5873807486149272,5710,0.5142857142857142,0.5555555555555556,0.2857142857142857
715,80,1.0,1639,7,0.5876170420437469,12636,0.5,1.0,0.5
716,90,0.7952755905511811,1967,6,0.6423377699504973,7761,0.5111111111111111,0.43478260869565216,0.2222222222222222
717,100,0.6446280991735537,2178,5,0.5310699447939619,7334,0.54,0.2037037037037037,0.11
718,200,0.6726618705035972,4358,5,0.515459954958266,15598,0.58,0.21551724137931033,0.12499999999999999
719,300,0.7344632768361582,6382,6,0.6028324531123603,24268,0.4866666666666667,0.3561643835616438,0.17333333333333334
720,400,0.8357588357588358,8086,5,0.558855829391303,30406,0.4875,0.5948717948717949,0.29
721,500,,3,1,0.22222222222222224,2,0.0,,
722,5,,3,1,0.22222222222222224,2,0.0,,
723,10,,28,2,0.32015306122448983,69,0.0,,
724,15,,45,4,0.5599999999999999,122,0.0,,
725,20,,21,2,0.09523809523809523,23,0.0,,
726,25,,2,1,0.25,1,0.0,,
727,30,1.0,632,11,6.0047843895209105,18737,0.5,1.0,0.5
728,35,1.0,806,7,2.605563731074017,14224,0.2571428571428571,1.0,0.2571428571428571
729,40,1.0,824,5,0.7538513879724763,5403,0.5,1.0,0.5
730,45,1.0,1002,5,0.5662806124278389,6666,0.4222222222222222,1.0,0.4222222222222222
731,50,0.7254901960784313,1120,5,0.7661599170918367,4695,0.48,0.4166666666666667,0.2
732,60,1.0,1357,6,0.7513289806016891,7450,0.5333333333333333,1.0,0.5333333333333333
733,70,1.0,1528,6,0.7590458046654422,11736,0.5714285714285714,1.0,0.5714285714285714
734,80,1.0,1804,7,0.7591518724096736,22390,0.3625,1.0,0.3625
735,90,1.0,2072,7,1.050675442748319,17841,0.5222222222222223,1.0,0.5222222222222223
736,100,,5,2,0.4,7,0.0,,
737,200,0.7302904564315352,4233,6,0.5947188372729114,15193,0.55,0.4090909090909091,0.22500000000000003
738,300,0.7616099071207431,6514,6,0.5511385741148066,24756,0.43,0.40310077519379844,0.17333333333333334
739,400,0.7135922330097088,8297,6,0.5485312225010821,30805,0.4875,0.39487179487179486,0.19249999999999998
740,500,0.725177304964539,10229,5,0.5224449078847353,37595,0.474,0.3459915611814346,0.16399999999999998
741,5,,7,1,0.12244897959183675,6,0.0,,
742,10,,39,4,0.6403681788297174,177,0.0,,
743,15,,174,6,2.267406526621747,2058,0.0,,
744,20,,235,4,0.6087098234495247,764,0.0,,
745,25,1.0,512,7,3.2336273193359375,6180,0.28,1.0,0.28
746,30,1.0,562,7,2.3843163080508094,8106,0.6666666666666666,1.0,0.6666666666666666
747,35,1.0,767,5,0.6061986540628841,2747,0.2857142857142857,1.0,0.2857142857142857
748,40,1.0,835,5,0.7836867582200868,3502,0.6,1.0,0.6
749,45,1.0,1027,6,1.6482925945906486,10178,0.5555555555555556,1.0,0.5555555555555556
750,50,1.0,1022,5,1.0392088342186188,6073,0.38,1.0,0.38
751,60,0.6805555555555556,1354,5,0.7048539368008571,5166,0.5333333333333333,0.28125,0.15
752,70,1.0,1608,7,0.7831702030890326,9907,0.5428571428571428,1.0,0.5428571428571428
753,80,0.7640449438202247,1755,6,0.6131781397878265,6415,0.45,0.4166666666666667,0.1875
754,90,1.0,2022,6,0.6596244475947565,12240,0.3111111111111111,1.0,0.3111111111111111
755,100,0.7622950819672131,2221,5,0.572116555145402,7941,0.43,0.32558139534883723,0.14
756,200,,3,1,0.22222222222222224,2,0.0,,
757,300,0.622568093385214,6232,5,0.5842966897424531,24138,0.43666666666666665,0.2595419847328244,0.11333333333333333
758,400,0.754424778761062,8516,5,0.5498280555420119,32167,0.475,0.41578947368421054,0.1975
759,500,0.6970873786407767,10778,6,0.5862000216863413,43982,0.462,0.3246753246753247,0.15
760,5,,3,1,0.22222222222222224,2,0.0,,
761,10,,12,3,0.5763888888888888,31,0.0,,
762,15,,55,3,0.35504132231404967,154,0.0,,
763,20,,5,1,0.16000000000000006,4,0.0,,
764,25,1.0,589,8,3.652647144450753,13036,0.56,1.0,0.56
765,30,1.0,658,6,0.7234158036233959,5683,0.36666666666666664,1.0,0.36666666666666664
766,35,1.0,722,6,0.6506242278681104,4268,0.5428571428571428,1.0,0.5428571428571428
767,40,1.0,884,7,2.5451618517229373,14554,0.45,1.0,0.45
768,45,1.0,976,7,1.1471536129400697,11087,0.4,1.0,0.4
769,50,1.0,1109,6,1.1031050971598066,7333,0.54,1.0,0.54
770,60,0.3684210526315789,1337,4,0.5961616027129581,4692,0.45,0.1111111111111111,0.049999999999999996
771,70,1.0,1504,5,0.7044123472159347,6498,0.6428571428571429,1.0,0.6428571428571429
772,80,0.6944444444444444,1906,7,0.6826215111279452,7928,0.5125,0.1951219512195122,0.09999999999999999
773,90,0.7288135593220338,2136,5,0.6079505603950119,8066,0.5222222222222223,0.3191489361702128,0.16666666666666669
774,100,0.6767676767676768,2127,6,0.6518651435447576,8154,0.45,0.28888888888888886,0.13
775,200,0.729957805907173,4335,7,0.6001639507828371,15536,0.53,0.39622641509433965,0.21000000000000002
776,300,0.8121387283236994,6603,6,0.6095415213471296,27424,0.4633333333333333,0.5323741007194245,0.24666666666666667
777,400,0.6756756756756757,8234,6,0.5542626180338767,30070,0.485,0.25773195876288657,0.12499999999999999
778,500,0.7450980392156863,9976,6,0.5258394706236427,36321,0.492,0.4186991869918699,0.206
779,5,,10,3,0.6400000000000001,32,0.0,,
780,10,,5,2,0.4,7,0.0,,
781,15,,76,5,0.8730955678670359,399,0.0,,
782,20,,233,6,0.6877636353589125,1614,0.0,,
783,25,1.0,520,8,3.8280732248520715,8911,0.44,1.0,0.44
784,30,1.0,643,7,1.3677188722188225,8122,0.36666666666666664,1.0,0.36666666666666664
785,35,,580,8,2.645002972651605,10039,0.0,,
786,40,1.0,827,8,1.888789625823733,19822,0.825,1.0,0.825
787,45,1.0,911,6,1.3777672814641395,11433,0.5777777777777777,1.0,0.5777777777777777
788,50,1.0,1066,7,1.6356115513096248,14207,0.32,1.0,0.32
789,60,1.0,1333,6,0.8270724845502448,7477,0.6666666666666666,1.0,0.6666666666666666
790,70,0.8108108108108109,1538,5,0.6495490909951789,5662,0.5285714285714286,0.6216216216216216,0.32857142857142857
791,80,0.7205882352941176,1762,5,0.6168024417614387,7148,0.3875,0.3870967741935484,0.15
792,90,0.7325581395348837,1985,6,0.5831403029014841,7672,0.43333333333333335,0.41025641025641024,0.17777777777777778
793,100,0.7478260869565218,2315,5,0.6258972146159193,9255,0.5,0.42,0.21
794,200,0.75,4444,5,0.6051827279937715,17344,0.515,0.3883495145631068,0.2
795,300,0.7610389610389611,6201,5,0.5514396877323734,23096,0.5266666666666666,0.4177215189873418,0.21999999999999997
796,400,0.7161572052401747,8364,6,0.6016783201948823,34439,0.495,0.3434343434343434,0.16999999999999998
797,500,0.7800963081861958,10528,6,0.5763840119357498,41651,0.488,0.4385245901639344,0.214
798,5,,7,2,0.4081632653061225,12,0.0,,
799,10,,50,4,0.9136000000000002,230,0.0,,
800,15,,83,5,1.613877195529104,893,0.0,,
801,20,,345,6,1.2120646922915355,3422,0.0,,
802,25,,95,3,0.33795013850415506,210,0.0,,
803,30,1.0,587,7,1.9397624278446406,5549,0.43333333333333335,1.0,0.43333333333333335
804,35,1.0,734,11,4.659833022741278,16623,0.5428571428571428,1.0,0.5428571428571428
805,40,1.0,836,10,2.7485977885121677,23318,0.475,1.0,0.475
806,45,1.0,988,5,0.7162088790178498,5133,0.3333333333333333,1.0,0.3333333333333333
807,50,1.0,1099,5,0.61954908134701,6519,0.08,1.0,0.08
808,60,1.0,1306,5,0.5965985708556808,5080,0.35,1.0,0.35
809,70,1.0,1449,7,1.1114711795241095,10303,0.2857142857142857,1.0,0.2857142857142857
810,80,1.0,1760,6,0.7881185433884298,9774,0.4375,1.0,0.4375
811,90,0.6857142857142857,1945,6,0.563007117320134,6711,0.5777777777777777,0.36538461538461536,0.21111111111111108
812,100,0.7619047619047619,2078,4,0.5288808647539048,7116,0.41,0.5121951219512195,0.21
813,200,0.681592039800995,4376,5,0.5967099920122723,16600,0.48,0.3333333333333333,0.15999999999999998
814,300,0.7019867549668874,6454,6,0.5983188071978288,24743,0.47333333333333333,0.36619718309859156,0.17333333333333334
815,400,0.7041984732824428,8645,6,0.5502597977347603,33579,0.5575,0.30493273542600896,0.16999999999999998
816,500,,1,0,0.0,0,0.0,,
817,5,,17,5,2.062283737024221,213,0.0,,
818,10,,28,3,0.5153061224489794,66,0.0,,
819,15,,3,1,0.22222222222222224,2,0.0,,
820,20,,152,8,4.619070290858727,3305,0.0,,
821,25,,3,1,0.22222222222222224,2,0.0,,
822,30,1.0,622,8,2.7346181284312614,9840,0.5,1.0,0.5
823,35,1.0,785,10,2.334644001785062,21139,0.6571428571428571,1.0,0.6571428571428571
824,40,1.0,915,5,0.8111439577174595,6349,0.375,1.0,0.375
825,45,1.0,987,7,1.3061101307883953,8431,0.4444444444444444,1.0,0.4444444444444444
826,50,1.0,1102,7,0.7687458209953195,6232,0.36,1.0,0.36
827,60,,3,1,0.22222222222222224,2,0.0,,
828,70,0.56,1625,5,0.5818796686390533,5455,0.38571428571428573,0.18518518518518517,0.07142857142857142
829,80,0.5,1818,6,0.6067705780479037,6856,0.55,0.06818181818181818,0.0375
830,90,0.9148936170212766,2092,5,0.5647472480066099,7676,0.45555555555555555,0.8048780487804879,0.3666666666666667
831,100,0.7410071942446043,2119,6,0.5957888815122665,7027,0.6,0.4,0.24
832,200,0.8466898954703833,4456,5,0.5149418289825269,16166,0.585,0.6239316239316239,0.365
833,300,,4,1,0.1875,3,0.0,,
834,400,0.7684426229508197,8354,6,0.5733853731995309,32203,0.51,0.44607843137254904,0.2275
835,500,0.7400662251655629,10517,6,0.5662186151221915,40890,0.524,0.40076335877862596,0.21000000000000002
836,5,,6,2,0.3333333333333333,8,0.0,,
837,10,,17,3,0.6989619377162631,58,0.0,,
838,15,,75,3,0.3370666666666667,164,0.0,,
839,20,,1,0,0.0,0,0.0,,
840,25,,168,5,0.8252551020408164,1044,0.0,,
841,30,1.0,670,6,2.273833815994654,6500,0.16666666666666666,1.0,0.16666666666666666
842,35,1.0,719,7,0.8756173096229698,11596,0.4857142857142857,1.0,0.4857142857142857
843,40,,5,1,0.16000000000000006,4,0.0,,
844,45,1.0,900,4,0.5678469135802469,3222,0.4,1.0,0.4
845,50,0.9285714285714286,1103,5,0.6189876944852455,3789,0.7,0.8285714285714286,0.58
846,60,1.0,1457,6,1.3325083413846206,10635,0.43333333333333335,1.0,0.43333333333333335
847,70,0.7207207207207207,1520,5,0.7203042763157894,6949,0.6,0.2619047619047619,0.15714285714285714
848,80,0.6582278481012658,1765,4,0.5041420764150263,6289,0.55,0.38636363636363635,0.21250000000000002
849,90,0.8130081300813008,2034,5,0.6576865846973138,8452,0.5,0.4888888888888889,0.24444444444444444
850,100,0.7821782178217822,2222,5,0.5620476764148062,7937,0.46,0.5217391304347826,0.24
851,200,0.8273381294964028,4625,6,0.6767263696128561,19988,0.545,0.5596330275229358,0.305
852,300,0.7092511013215859,6334,7,0.609282714893455,48578,0.38,0.42105263157894735,0.16
853,400,0.7696526508226691,8773,6,0.5674180190459032,36233,0.5075,0.3793103448275862,0.19249999999999998
854,500,0.7333333333333333,9887,6,0.5559248761536362,37611,0.482,0.3360995850622407,0.162
855,5,,16,2,0.18359375,21,0.0,,
856,10,,15,2,0.3288888888888889,29,0.0,,
857,15,,64,3,0.3115234375,268,0.0,,
858,20,1.0,433,9,3.140696254180245,8050,0.35,1.0,0.35
859,25,,397,7,1.4494603734558307,4436,0.0,,
860,30,1.0,609,6,1.3505787570676309,6072,0.4666666666666667,1.0,0.4666666666666667
861,35,1.0,670,9,4.478059701492537,13191,0.6,1.0,0.6
862,40,1.0,834,7,2.066808423764585,13659,0.45,1.0,0.45
863,45,1.0,1011,5,0.7057872795882288,5779,0.4666666666666667,1.0,0.4666666666666667
864,50,0.717391304347826,1261,6,0.6579537028943081,4791,0.5,0.48,0.24
865,60,1.0,1281,5,0.754088610271664,5399,0.5666666666666667,1.0,0.5666666666666667
866,70,1.0,1480,6,0.8048849525200875,8774,0.5571428571428572,1.0,0.5571428571428572
867,80,0.49230769230769234,1726,5,0.5867980541617602,5732,0.475,0.13157894736842105,0.06249999999999999
868,90,1.0,1971,6,0.7852851635369377,11047,0.5777777777777777,1.0,0.5777777777777777
869,100,0.7435897435897436,2227,5,0.6506920314408888,8990,0.46,0.34782608695652173,0.16
870,200,0.7313432835820896,4389,5,0.582584072600981,16540,0.46,0.41304347826086957,0.19
871,300,0.7630208333333334,6128,5,0.5327128099243977,20840,0.49,0.38095238095238093,0.18666666666666665
872,400,0.6902654867256637,8122,5,0.5255386778614554,29555,0.4075,0.3558282208588957,0.145
873,500,0.8133535660091047,10347,6,0.5551033155496352,39327,0.494,0.5020242914979757,0.24799999999999997
874,5,,4,1,0.1875,3,0.0,,
875,10,,4,1,0.1875,3,0.0,,
876,15,,5,1,0.16000000000000006,4,0.0,,
877,20,,26,3,0.39792899408284027,63,0.0,,
878,25,1.0,532,6,1.2170663971959976,3287,0.56,1.0,0.56
879,30,1.0,595,9,3.680627074359156,14046,0.03333333333333333,0.0,0.0
880,35,,342,4,0.4657244964262508,1047,0.0,,
881,40,1.0,846,8,2.9904543142810835,10096,0.425,1.0,0.425
882,45,1.0,1003,7,0.9369598085106594,12330,0.6222222222222222,1.0,0.6222222222222222
883,50,1.0,1114,6,0.6645758729278739,4624,0.22,1.0,0.22
884,60,1.0,1219,5,0.7396237182537093,7607,0.38333333333333336,1.0,0.38333333333333336
885,70,1.0,1625,6,0.8411129940828402,9096,0.5,1.0,0.5
886,80,1.0,1865,6,0.7053356237736202,12212,0.5125,1.0,0.5125
887,90,0.69,1950,6,0.5427715976331361,6879,0.4888888888888889,0.29545454545454547,0.14444444444444446
888,100,1.0,2219,5,0.5345091076066606,8037,0.45,1.0,0.45
889,200,0.6487804878048781,4518,6,0.6058426762185433,17551,0.495,0.2727272727272727,0.13499999999999998
890,300,0.8442367601246106,6420,5,0.5679462301414,24965,0.48333333333333334,0.6551724137931034,0.31666666666666665
891,400,0.6936416184971098,8595,6,0.6291347466176371,34276,0.5725,0.3056768558951965,0.175
892,500,0.8265460030165912,10529,5,0.5519065104919282,41328,0.52,0.5576923076923077,0.29000000000000004
893,5,,12,2,0.40972222222222215,29,0.0,,
894,10,,4,1,0.1875,3,0.0,,
895,15,,5,1,0.16000000000000006,4,0.0,,
896,20,,209,5,0.655387926100593,861,0.0,,
897,25,1.0,484,6,1.333242264872618,4580,0.24,1.0,0.24
898,30,1.0,605,5,0.833915716139608,3402,0.43333333333333335,1.0,0.43333333333333335
899,35,0.7021276595744681,790,4,0.6313795866047108,2994,0.5428571428571428,0.2631578947368421,0.14285714285714285
900,40,0.9642857142857143,896,6,0.665077676578444,3421,0.45,0.9444444444444444,0.425
901,45,1.0,958,6,0.8772418617422343,7485,0.3111111111111111,1.0,0.3111111111111111
902,50,,16,4,0.859375,56,0.0,,
903,60,1.0,1341,7,1.9061904118433102,13110,0.6166666666666667,1.0,0.6166666666666667
904,70,1.0,1618,7,1.133736884646002,11259,0.6,1.0,0.6
905,80,0.7681159420289855,1678,6,0.6133788450692622,6219,0.4625,0.5675675675675675,0.2625
906,90,0.7530864197530864,1939,5,0.5386447558209773,6905,0.4444444444444444,0.5,0.2222222222222222
907,100,0.7962962962962963,2217,4,0.5183397492903994,7783,0.4,0.45,0.18000000000000002
908,200,0.7219917012448133,4449,5,0.5241242359083624,16070,0.5,0.33,0.165
909,300,0.6171428571428571,6473,5,0.5359862828707078,23392,0.5233333333333333,0.1464968152866242,0.07666666666666666
910,400,0.7894736842105263,8423,7,0.617208223346778,34284,0.4975,0.4371859296482412,0.2175
911,500,0.795,10512,7,0.5627879944121266,41778,0.506,0.5138339920948617,0.26
912,5,,9,2,0.3950617283950617,17,0.0,,
913,10,,9,2,0.2222222222222222,11,0.0,,
914,15,,22,2,0.2665289256198347,39,0.0,,
915,20,,199,4,0.5841266634680943,704,0.0,,
916,25,1.0,590,9,3.091985061763861,11998,0.56,1.0,0.56
917,30,1.0,636,5,0.92520074364147,4164,0.4,1.0,0.4
918,35,1.0,850,6,0.8356595155709342,8028,0.2571428571428571,1.0,0.2571428571428571
919,40,0.8888888888888888,768,5,0.8136783175998263,3101,0.45,0.7222222222222222,0.325
920,45,1.0,1055,7,1.874752139439815,11401,0.4,1.0,0.4
921,50,1.0,1077,5,0.7200509686368736,4781,0.58,1.0,0.58
922,60,1.0,1297,5,0.833825047898329,7344,0.6166666666666667,1.0,0.6166666666666667
923,70,1.0,1463,5,0.6545927361123247,6722,0.5428571428571428,1.0,0.5428571428571428
924,80,0.5,1764,6,0.5200003470776065,5551,0.5375,0.046511627906976744,0.024999999999999998
925,90,0.712,1996,5,0.6020487869526628,7276,0.5888888888888889,0.32075471698113206,0.18888888888888888
926,100,0.9117647058823529,2265,5,0.5751981638232242,8969,0.49,0.8163265306122449,0.4
927,200,0.5833333333333334,4299,6,0.5657481269953506,15201,0.525,0.19047619047619047,0.1
928,300,0.7304075235109718,6619,5,0.5153546147749885,25232,0.44,0.3484848484848485,0.15333333333333335
929,400,0.7573033707865169,8476,6,0.5479991001436252,31201,0.4675,0.42245989304812837,0.1975
930,500,0.7619834710743801,10332,6,0.5982381451489975,40930,0.524,0.45038167938931295,0.236
931,5,,26,4,1.2440828402366864,185,0.0,,
932,10,,4,1,0.1875,3,0.0,,
933,15,,56,5,1.7806122448979593,340,0.0,,
934,20,,36,3,0.4097222222222222,87,0.0,,
935,25,,154,5,0.781792882442233,1103,0.0,,
936,30,1.0,566,8,2.8381332018129832,8249,0.6333333333333333,1.0,0.6333333333333333
937,35,1.0,831,7,1.1386857931449936,8276,0.5142857142857142,1.0,0.5142857142857142
938,40,1.0,882,6,1.1045462024567951,11667,0.65,1.0,0.65
939,45,,2,1,0.25,1,0.0,,
940,50,0.8823529411764706,1164,6,0.678891221171219,4743,0.44,0.7272727272727273,0.32
941,60,1.0,1352,6,0.8257408485347153,7575,0.45,1.0,0.45
942,70,1.0,1569,6,0.7883949741668667,8296,0.5142857142857142,1.0,0.5142857142857142
943,80,1.0,1758,6,0.8658798199940205,10811,0.575,1.0,0.575
944,90,0.6375,2044,4,0.5771519716912848,7762,0.4888888888888889,0.3409090909090909,0.16666666666666666
945,100,0.6463414634146342,2206,5,0.5734925929365967,7939,0.46,0.3695652173913043,0.16999999999999998
946,200,0.7647058823529411,4261,5,0.5759851457257857,16492,0.515,0.4174757281553398,0.215
947,300,0.6549707602339181,6342,5,0.5190874092426029,23476,0.5233333333333333,0.2484076433121019,0.13
948,400,0.6790697674418604,8596,6,0.5720214971154353,34010,0.48,0.28125,0.135
949,500,0.7853810264385692,10448,6,0.5641644725926283,41417,0.504,0.4523809523809524,0.228
950,5,,4,1,0.1875,3,0.0,,
951,10,,13,2,0.15384615384615385,15,0.0,,
952,15,,19,2,0.32132963988919666,39,0.0,,
953,20,,304,6,0.8377770083102495,2872,0.0,,
954,25,1.0,572,10,5.37922086654604,16793,0.68,1.0,0.68
955,30,1.0,690,6,1.6144591472379752,7348,0.36666666666666664,1.0,0.36666666666666664
956,35,1.0,800,5,1.0016,4960,0.3142857142857143,1.0,0.3142857142857143
957,40,1.0,818,8,2.149121836909153,19775,0.15,1.0,0.15
958,45,1.0,1014,6,1.4448101334764964,9032,0.4222222222222222,1.0,0.4222222222222222
959,50,1.0,1149,6,1.1238712892960996,9208,0.48,1.0,0.48
960,60,1.0,1268,5,0.7208817631780592,6307,0.5166666666666667,1.0,0.5166666666666667
961,70,1.0,1614,7,0.632526115203248,12918,0.35714285714285715,1.0,0.35714285714285715
962,80,0.7934782608695652,1684,6,0.5760320693293313,6810,0.525,0.5476190476190477,0.28750000000000003
963,90,0.8351648351648352,2044,5,0.5960309109569893,8205,0.36666666666666664,0.5454545454545454,0.19999999999999998
964,100,0.788135593220339,2175,5,0.5055674461619765,7950,0.56,0.5535714285714286,0.31000000000000005
965,200,0.7508305647840532,4498,5,0.5811367475016317,17089,0.56,0.33035714285714285,0.18500000000000003
966,300,0.8268733850129198,6324,5,0.6177451510485241,24983,0.5266666666666666,0.5759493670886076,0.3033333333333333
967,400,0.7364185110663984,8297,6,0.5719887340841745,32592,0.51,0.35784313725490197,0.1825
968,500,0.7735849056603774,10135,6,0.5781391179608097,39815,0.566,0.44876325088339225,0.254
969,5,,7,2,0.4081632653061224,12,0.0,,
970,10,,1,0,0.0,0,0.0,,
971,15,,4,1,0.1875,3,0.0,,
972,20,,207,4,0.779854839086093,791,0.0,,
973,25,1.0,527,8,2.3395396231578265,12254,0.2,1.0,0.2
974,30,,244,4,0.55462241332975,936,0.0,,
975,35,,8,2,0.25,10,0.0,,
976,40,1.0,875,7,0.9722305306122447,6928,0.675,1.0,0.675
977,45,1.0,1000,5,0.7992760000000001,5134,0.6444444444444445,1.0,0.6444444444444445
978,50,1.0,1020,7,0.8370347943098809,8447,0.46,1.0,0.46
979,60,0.6231884057971014,1303,6,0.539516518053562,4404,0.5,0.13333333333333333,0.06666666666666667
980,70,1.0,1422,7,0.7697528886040341,7615,0.45714285714285713,1.0,0.45714285714285713
981,80,0.813953488372093,1731,7,0.6183160173290201,5902,0.5,0.6,0.3
982,90,0.625,2018,6,0.5614612196868422,8236,0.5666666666666667,0.11764705882352941,0.06666666666666667
983,100,1.0,2229,6,0.6306493324565995,17012,0.54,1.0,0.54
984,200,0.6742081447963801,4208,6,0.5254489344034177,13979,0.49,0.2653061224489796,0.13
985,300,0.7468030690537084,6361,5,0.5751256829779982,24536,0.5133333333333333,0.35714285714285715,0.18333333333333332
986,400,0.8665338645418327,8308,5,0.5500855919279155,31519,0.49,0.6581632653061225,0.3225
987,500,0.7781512605042017,10814,7,0.6204880213194515,58844,0.494,0.46558704453441296,0.23
988,5,,4,1,0.1875,3,0.0,,
989,10,,16,2,0.125,18,0.0,,
990,15,,5,1,0.16000000000000006,4,0.0,,
991,20,,92,4,0.9489603024574668,424,0.0,,
992,25,1.0,598,8,1.5833827362110044,3896,0.64,1.0,0.64
993,30,,357,5,0.7688251771296755,2666,0.0,,
994,35,1.0,684,5,1.023391812865497,4424,0.4,1.0,0.4
995,40,,5,1,0.16000000000000006,4,0.0,,
996,45,1.0,1122,6,0.8818540866354645,6348,0.4,1.0,0.4
997,50,1.0,1060,7,1.3067675329298682,9352,0.44,1.0,0.44
998,60,1.0,1415,6,1.4865342306683813,14671,0.5333333333333333,1.0,0.5333333333333333
999,70,0.6170212765957447,1539,5,0.6576382476659486,5686,0.32857142857142857,0.21739130434782608,0.07142857142857142
1000,80,0.6428571428571429,1829,6,0.6012906095554847,6667,0.6125,0.2857142857142857,0.17500000000000002
1001,90,0.8682634730538922,2121,6,0.6793976225264475,9742,0.6111111111111112,0.6,0.3666666666666667
1002,100,0.8113207547169812,2166,5,0.5375572624519456,7824,0.44,0.5454545454545454,0.24
1003,200,0.8034934497816594,4460,5,0.5371754911620986,15828,0.445,0.4943820224719101,0.22
1004,300,0.7341176470588235,6284,6,0.5322807390557938,22765,0.58,0.3505747126436782,0.20333333333333334
1005,400,0.8270833333333333,8430,6,0.5330419940082937,31584,0.4875,0.5743589743589743,0.27999999999999997
1006,500,0.7033333333333334,10537,6,0.5641861315642671,40270,0.51,0.30196078431372547,0.154
1007,5,,2,1,0.25,1,0.0,,
1008,10,,7,2,0.2857142857142857,9,0.0,,
1009,15,,22,2,0.23966942148760328,36,0.0,,
1010,20,,223,4,0.8658931408232621,1283,0.0,,
1011,25,,265,6,1.2610039159843358,2395,0.0,,
1012,30,1.0,615,7,1.535609756097561,5766,0.4666666666666667,1.0,0.4666666666666667
1013,35,1.0,764,6,1.1295605931854937,4114,0.42857142857142855,1.0,0.42857142857142855
1014,40,0.6222222222222222,887,5,0.7442845358675799,3568,0.525,0.19047619047619047,0.1
1015,45,1.0,1010,7,1.2199431428291345,12106,0.4888888888888889,1.0,0.4888888888888889
1016,50,1.0,1107,8,1.8740608544296824,18238,0.5,1.0,0.5
1017,60,1.0,1429,6,0.7749854189999122,6637,0.5,1.0,0.5
1018,70,1.0,1585,6,0.8365230025176885,10274,0.37142857142857144,1.0,0.37142857142857144
1019,80,0.75,1823,5,0.5457419352703268,6732,0.5875,0.425531914893617,0.25
1020,90,0.6581196581196581,2004,4,0.580932944490261,7340,0.5111111111111111,0.13043478260869565,0.06666666666666667
1021,100,1.0,2148,7,1.28055980358499,21760,0.42,1.0,0.42
1022,200,0.6878048780487804,4468,6,0.5472150912607228,17634,0.465,0.3118279569892473,0.14500000000000002
1023,300,0.7012987012987013,6617,6,0.588152584571287,26622,0.5366666666666666,0.2857142857142857,0.15333333333333332
1024,400,0.7432675044883303,8220,6,0.5909497782987313,31877,0.55,0.35,0.1925
1025,500,0.7013422818791947,10208,5,0.5172512734341987,38119,0.506,0.2964426877470356,0.15
1026,5,,4,2,0.5,6,0.0,,
1027,10,,52,3,0.3975591715976331,187,0.0,,
1028,15,,73,3,0.4796397072621506,229,0.0,,
1029,20,,275,7,1.9887603305785126,3692,0.0,,
1030,25,,3,1,0.22222222222222224,2,0.0,,
1031,30,1.0,597,8,2.3478924494050375,9942,0.43333333333333335,1.0,0.43333333333333335
1032,35,1.0,818,5,0.7929830644245313,4878,0.3142857142857143,1.0,0.3142857142857143
1033,40,,3,1,0.22222222222222224,2,0.0,,
