,recombine_in_host,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
168,0.11111111111111116,0.6826241134751773,10480,5,0.512756249635802,38300,0.516,0.3062015503875969,0.158
169,0.0,0.7883333333333333,10474,7,0.5539828402574198,39878,0.492,0.483739837398374,0.23800000000000002
170,1.0,0.706953642384106,12396,5,0.543611768923575,50002,0.482,0.26556016597510373,0.128
171,0.8888888888888888,0.71484375,11817,7,0.5401422209125827,45025,0.456,0.35964912280701755,0.164
172,0.7777777777777778,0.8151260504201681,12083,6,0.5562829865095754,48081,0.542,0.5129151291512916,0.278
173,0.6666666666666667,0.7256317689530686,11394,6,0.5496452499458572,43619,0.476,0.36134453781512604,0.172
174,0.5555555555555556,0.7426900584795322,11544,6,0.5474739617476103,44409,0.466,0.4334763948497854,0.202
175,0.4444444444444444,0.7147435897435898,11210,5,0.5498744351011944,42954,0.492,0.2764227642276423,0.136
176,0.33333333333333337,0.7150537634408602,10970,5,0.566420227869328,43336,0.51,0.3764705882352941,0.192
177,0.22222222222222232,0.7560283687943262,10991,5,0.5240581410182825,40973,0.532,0.3533834586466165,0.188
178,0.11111111111111116,0.755700325732899,10831,6,0.5302908405663492,40067,0.494,0.39271255060728744,0.19399999999999998
179,0.0,0.773095623987034,10460,6,0.6165226630448691,42701,0.488,0.4262295081967213,0.208
180,1.0,0.7981220657276995,12054,6,0.5498371164723623,47407,0.508,0.4921259842519685,0.25
181,0.8888888888888888,0.7480798771121352,11768,5,0.5487840546047514,46156,0.554,0.40794223826714804,0.22600000000000003
182,0.7777777777777778,0.8083670715249662,11592,6,0.5939953293506718,46370,0.546,0.47985347985347987,0.262
183,0.6666666666666667,0.7234375,11519,5,0.5259271227799911,44157,0.51,0.3058823529411765,0.15600000000000003
184,0.5555555555555556,0.6802443991853361,11191,6,0.5403070961871536,44040,0.452,0.3053097345132743,0.13799999999999998
185,0.4444444444444444,0.7536023054755043,11326,6,0.5598277061347473,44389,0.546,0.37362637362637363,0.20400000000000001
186,0.33333333333333337,0.7545605306799337,11189,6,0.548718062306016,44173,0.5,0.408,0.204
187,0.22222222222222232,0.7705882352941177,11092,6,0.5709912385400979,43577,0.484,0.35537190082644626,0.172
188,0.11111111111111116,0.7856093979441997,10706,8,0.5995721752825173,43509,0.52,0.43846153846153846,0.228
189,0.0,0.7523452157598499,10857,8,0.55695970209795,42511,0.472,0.4406779661016949,0.208
190,1.0,0.792910447761194,11899,6,0.5641671252977541,47459,0.412,0.46116504854368934,0.19
191,0.8888888888888888,0.7714285714285715,11579,7,0.5698235190719377,45909,0.476,0.3949579831932773,0.18799999999999997
192,0.7777777777777778,0.7757847533632287,11753,6,0.5438138540803089,45656,0.516,0.4186046511627907,0.21600000000000003
193,0.6666666666666667,0.7684797768479776,11757,5,0.5259637424510162,45860,0.52,0.36153846153846153,0.188
194,0.5555555555555556,0.7294520547945206,11491,6,0.5842549372200727,46642,0.496,0.3629032258064516,0.18
195,0.4444444444444444,0.763768115942029,11302,5,0.5398584167916622,42725,0.532,0.38721804511278196,0.20600000000000002
196,0.33333333333333337,0.7626527050610821,11264,6,0.585614637895064,43840,0.498,0.4538152610441767,0.22599999999999998
197,0.22222222222222232,0.7467741935483871,10964,6,0.5238443705718066,41403,0.51,0.3843137254901961,0.196
198,0.11111111111111116,0.7529215358931552,10750,6,0.5318405970795024,41413,0.484,0.3884297520661157,0.18799999999999997
199,0.0,0.7952,10544,5,0.5296802268433342,39109,0.502,0.4900398406374502,0.246
200,1.0,0.7322834645669292,11568,5,0.5420088537153094,44505,0.522,0.3486590038314176,0.182
201,0.8888888888888888,0.8023255813953488,11810,6,0.5088377506970728,45753,0.522,0.4789272030651341,0.25
202,0.7777777777777778,0.7893939393939394,11667,5,0.5323332899080597,44635,0.544,0.4889705882352941,0.266
203,0.6666666666666667,0.7171052631578947,11351,7,0.5427397330848202,42766,0.48,0.2833333333333333,0.13599999999999998
204,0.5555555555555556,0.7092436974789916,11456,6,0.5648298319804118,44801,0.516,0.32945736434108525,0.16999999999999998
205,0.4444444444444444,0.7811501597444089,11349,6,0.5193688614472316,43018,0.506,0.45849802371541504,0.232
206,0.33333333333333337,0.7453936348408711,10981,5,0.539466614026574,42154,0.478,0.36401673640167365,0.174
207,0.22222222222222232,0.7740524781341108,10795,6,0.5132094460728713,39540,0.56,0.44642857142857145,0.25000000000000006
208,0.11111111111111116,0.7548076923076923,10581,6,0.5647633928002415,41081,0.476,0.35714285714285715,0.16999999999999998
209,0.0,0.7963302752293578,10483,6,0.5111108286148393,37858,0.472,0.5296610169491526,0.25
210,1.0,0.7722602739726028,11802,6,0.5396021015684973,46172,0.482,0.44813278008298757,0.216
211,0.8888888888888888,0.7207207207207207,12332,6,0.5562257683914036,50111,0.548,0.32116788321167883,0.17600000000000002
212,0.7777777777777778,0.7560975609756098,11583,7,0.5238705346334342,43819,0.552,0.38405797101449274,0.21200000000000002
213,0.6666666666666667,0.7393162393162394,12060,6,0.5484617473714897,47875,0.532,0.31203007518796994,0.166
214,0.5555555555555556,0.7423014586709886,11660,6,0.5359259640647387,44838,0.488,0.3483606557377049,0.16999999999999998
215,0.4444444444444444,0.7830045523520486,11109,5,0.5213360022606294,41171,0.488,0.4139344262295082,0.202
216,0.33333333333333337,0.8013029315960912,11318,8,0.588527350543795,45045,0.508,0.5196850393700787,0.264
217,0.22222222222222232,0.7075471698113207,10841,5,0.529400829072188,40836,0.474,0.3459915611814346,0.16399999999999998
218,0.11111111111111116,0.7,10561,5,0.5614337081633979,39932,0.512,0.30859375,0.158
219,0.0,0.7927031509121062,10396,5,0.555145545738505,40019,0.5,0.5,0.25
220,1.0,0.7698541329011345,12001,5,0.5520963689933874,46353,0.468,0.39316239316239315,0.184
221,0.8888888888888888,0.7243697478991596,12371,6,0.5436058804413892,49691,0.516,0.3643410852713178,0.188
222,0.7777777777777778,0.6659793814432989,11362,6,0.5397511929272824,43250,0.472,0.3135593220338983,0.148
223,0.6666666666666667,0.8253968253968254,11473,6,0.5660858270094896,45613,0.522,0.578544061302682,0.302
224,0.5555555555555556,0.7989690721649485,11604,5,0.5629771530362945,46721,0.456,0.4868421052631579,0.222
225,0.4444444444444444,0.7244732576985413,11384,5,0.5235303234706006,43625,0.494,0.3117408906882591,0.154
226,0.33333333333333337,0.7611510791366907,11149,6,0.5530171266577437,42924,0.526,0.3688212927756654,0.194
227,0.22222222222222232,0.7937984496124031,11075,5,0.5716420588130386,43105,0.518,0.4864864864864865,0.252
228,0.11111111111111116,0.7679738562091504,10654,6,0.5672388386354281,41431,0.502,0.4342629482071713,0.218
229,0.0,0.7504332755632582,10762,6,0.5249787507657098,41153,0.486,0.4074074074074074,0.19799999999999998
230,1.0,0.7608024691358025,12129,6,0.5262484411519742,47818,0.49,0.3673469387755102,0.18
231,0.8888888888888888,0.805993690851735,11751,6,0.5615128502417851,45983,0.512,0.51953125,0.266
232,0.7777777777777778,0.7366818873668188,11428,6,0.5152261594528799,43390,0.514,0.32684824902723736,0.168
233,0.6666666666666667,0.6905982905982906,11525,5,0.5335767401809702,44893,0.492,0.26422764227642276,0.13
234,0.5555555555555556,0.8263157894736842,11368,6,0.5602083205397473,45781,0.44,0.55,0.24200000000000002
235,0.4444444444444444,0.7560581583198708,11217,5,0.5742769719629433,44579,0.488,0.38114754098360654,0.186
236,0.33333333333333337,0.7411764705882353,11033,6,0.5307915808288162,42035,0.472,0.3474576271186441,0.164
237,0.22222222222222232,0.7435897435897436,10631,6,0.5522160460565271,39138,0.542,0.4095940959409594,0.22200000000000003
238,0.11111111111111116,0.7515527950310559,10746,6,0.5103008909621068,39685,0.508,0.3700787401574803,0.188
239,0.0,0.7545327754532776,10833,6,0.5304443383209908,41859,0.532,0.3383458646616541,0.18
240,1.0,0.8033794162826421,11983,6,0.5691317031654812,48260,0.484,0.47107438016528924,0.22799999999999998
