,mutate_in_host,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
261,0.045000000000000005,0.702928870292887,9302,6,0.5570710570978348,33671,0.474,0.4008438818565401,0.18999999999999997
262,0.04,0.674074074074074,8377,5,0.4542883888163401,27213,0.482,0.2697095435684647,0.12999999999999998
263,0.035,0.7099644128113879,7395,6,0.49192044951155256,24578,0.5,0.348,0.174
264,0.030000000000000002,0.6901408450704225,6397,4,0.3955016040547184,19279,0.476,0.35294117647058826,0.168
265,0.025,0.5367965367965368,5349,5,0.3846251412135853,14631,0.524,0.183206106870229,0.096
266,0.020000000000000004,0.5135746606334841,4304,5,0.35501810151531904,11221,0.518,0.16988416988416988,0.088
267,0.015,0.5124153498871332,3249,4,0.33415173037592555,7850,0.522,0.1724137931034483,0.09000000000000001
268,0.010000000000000002,0.5095367847411444,2167,4,0.267700109606509,4558,0.48,0.25,0.12
269,0.0050000000000000044,0.3192090395480226,1154,4,0.19168951938701642,1944,0.534,0.09737827715355805,0.052000000000000005
270,0.05,0.6912972085385879,10322,6,0.5476850978796641,40004,0.536,0.29850746268656714,0.16
271,0.045000000000000005,0.73828125,9266,5,0.5243981522397088,34287,0.494,0.4574898785425101,0.22599999999999998
272,0.04,0.7772020725388601,8409,6,0.48127327802193265,29050,0.48,0.4625,0.222
273,0.035,0.6986301369863014,7382,6,0.46714119908120394,24053,0.462,0.3333333333333333,0.154
274,0.030000000000000002,0.6471663619744058,6466,5,0.4276680686881122,20185,0.544,0.29044117647058826,0.15800000000000003
275,0.025,0.633147113594041,5431,5,0.4159567878245285,15966,0.534,0.26217228464419473,0.13999999999999999
276,0.020000000000000004,0.6027397260273972,4431,4,0.37968945430271867,12272,0.468,0.2564102564102564,0.12
277,0.015,0.6344086021505376,3248,4,0.3313709345955981,7645,0.49,0.30612244897959184,0.15
278,0.010000000000000002,0.4847775175644028,2206,4,0.24158542308991632,4184,0.538,0.1821561338289963,0.098
279,0.0050000000000000044,0.23432343234323433,1164,3,0.2070203174265774,2105,0.482,0.03734439834024896,0.018
280,0.05,0.8242753623188406,10484,7,0.5378055690974244,39577,0.46,0.5782608695652174,0.266
281,0.045000000000000005,0.7244897959183674,9274,5,0.5315078494239243,33550,0.518,0.3745173745173745,0.194
282,0.04,0.6411290322580645,8479,5,0.5025850132837572,30273,0.494,0.2793522267206478,0.138
283,0.035,0.6822916666666666,7526,5,0.45884925525959475,24082,0.528,0.3068181818181818,0.162
284,0.030000000000000002,0.6859649122807018,6312,5,0.4441701565087764,19106,0.53,0.32452830188679244,0.172
285,0.025,0.638095238095238,5466,5,0.39937643328568495,15758,0.486,0.21810699588477367,0.106
286,0.020000000000000004,0.6155507559395248,4292,4,0.35616730752026576,11488,0.486,0.2674897119341564,0.13
287,0.015,0.5373134328358209,3260,5,0.3329477022093417,8021,0.53,0.1811320754716981,0.096
288,0.010000000000000002,0.5748218527315915,2228,4,0.2881240149041576,4809,0.494,0.27530364372469635,0.13599999999999998
289,0.0050000000000000044,0.4144385026737968,1096,3,0.21496133917630134,2001,0.52,0.1576923076923077,0.082
290,0.05,0.7185430463576159,10807,6,0.5037877966353455,39545,0.496,0.31451612903225806,0.156
291,0.045000000000000005,0.7784810126582279,9426,6,0.515015305211254,34940,0.516,0.4573643410852713,0.236
292,0.04,0.7197802197802198,8482,5,0.45267676710674215,28484,0.482,0.3651452282157676,0.176
293,0.035,0.7489795918367347,7367,5,0.4661261578544597,24047,0.458,0.462882096069869,0.21200000000000002
294,0.030000000000000002,0.6163265306122448,6526,5,0.45411038370857076,20956,0.488,0.22950819672131148,0.112
295,0.025,0.5105882352941177,5340,4,0.3915477493021363,15207,0.492,0.15447154471544716,0.076
296,0.020000000000000004,0.6610486891385767,4325,4,0.3688416719569648,11307,0.526,0.311787072243346,0.164
297,0.015,0.6073619631901841,3160,4,0.33499278961704854,7860,0.518,0.25868725868725867,0.134
298,0.010000000000000002,0.461734693877551,2218,3,0.28318125899985447,4919,0.504,0.1626984126984127,0.082
299,0.0050000000000000044,0.47244094488188976,1066,3,0.2134155141522551,1922,0.486,0.1728395061728395,0.08399999999999999
300,0.05,0.7636363636363637,10588,6,0.5199264009166202,39672,0.464,0.4396551724137931,0.20400000000000001
301,0.045000000000000005,0.746031746031746,9366,6,0.5060855232183833,33632,0.486,0.4732510288065844,0.23
302,0.04,0.7414075286415712,8583,5,0.47088312792565573,29345,0.516,0.3875968992248062,0.2
303,0.035,0.7236842105263158,7259,5,0.46155896634702387,22967,0.468,0.3717948717948718,0.17400000000000002
304,0.030000000000000002,0.6626262626262627,6217,4,0.4213333290557479,19233,0.48,0.30416666666666664,0.146
305,0.025,0.6033057851239669,5102,4,0.38910621594655226,14008,0.494,0.22267206477732793,0.11
306,0.020000000000000004,0.6413255360623782,4249,4,0.37969777447115466,11612,0.512,0.28125,0.14400000000000002
307,0.015,0.465,3230,4,0.3301311236568931,7775,0.484,0.11570247933884298,0.056
308,0.010000000000000002,0.48429319371727747,2293,3,0.26096375152652734,4784,0.458,0.13973799126637554,0.064
309,0.0050000000000000044,0.39402173913043476,1063,3,0.19236987917367646,1787,0.522,0.14559386973180077,0.07600000000000001
310,0.05,0.8051948051948052,10687,6,0.5480590742639241,41190,0.536,0.5522388059701493,0.29600000000000004
311,0.045000000000000005,0.7269439421338155,9355,6,0.5361367132476595,34026,0.492,0.3861788617886179,0.19
312,0.04,0.747457627118644,8406,6,0.4879313485620238,29477,0.498,0.40160642570281124,0.2
313,0.035,0.788,7264,5,0.46912173772899723,24029,0.468,0.5470085470085471,0.25600000000000006
314,0.030000000000000002,0.6907894736842105,6459,4,0.4158742698504777,19493,0.448,0.3705357142857143,0.166
315,0.025,0.6196911196911197,5366,5,0.39081660053936323,14732,0.526,0.2509505703422053,0.132
316,0.020000000000000004,0.6769825918762089,4392,4,0.39506069157036633,12146,0.526,0.3650190114068441,0.192
317,0.015,0.5209876543209877,3306,5,0.3304205190364986,7992,0.47,0.17446808510638298,0.08199999999999999
318,0.010000000000000002,0.4921135646687697,2190,4,0.2807898083859803,4730,0.418,0.22966507177033493,0.096
319,0.0050000000000000044,0.3485714285714286,1107,3,0.18921717672461275,1900,0.498,0.08433734939759036,0.041999999999999996
