,mutate_in_host,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
82,0.04,0.7254290171606864,8483,5,0.4733902695934199,29285,0.55,0.36,0.198
83,0.035,0.6797642436149313,7269,6,0.4645873478172421,23786,0.458,0.28820960698689957,0.132
84,0.030000000000000002,0.615071283095723,6251,6,0.46463655880648597,19738,0.494,0.23481781376518218,0.11599999999999999
85,0.025,0.6206030150753769,5305,5,0.44358934407370926,16027,0.428,0.29439252336448596,0.126
86,0.020000000000000004,0.6211453744493393,4223,5,0.3589001492621089,10736,0.486,0.29218106995884774,0.142
87,0.015,0.6335877862595419,3310,4,0.30885296775312376,7856,0.558,0.3118279569892473,0.17400000000000002
88,0.010000000000000002,0.495,2148,4,0.28429785275116254,4809,0.472,0.1440677966101695,0.068
89,0.0050000000000000044,0.4498714652956298,1155,3,0.20445194055583665,2059,0.48,0.10833333333333334,0.052
90,0.05,0.7353951890034365,10383,5,0.5465113950396899,40271,0.47,0.3446808510638298,0.16199999999999998
91,0.045000000000000005,0.7011278195488722,9445,6,0.4954008341738314,33434,0.476,0.3319327731092437,0.15799999999999997
92,0.04,0.7765151515151515,8528,5,0.49814086375660444,30173,0.46,0.48695652173913045,0.22400000000000003
93,0.035,0.7240773286467487,7379,6,0.45773917958430616,24770,0.496,0.36693548387096775,0.182
94,0.030000000000000002,0.692967409948542,6303,4,0.4223265370612308,19136,0.498,0.28112449799196787,0.13999999999999999
95,0.025,0.7482394366197183,5303,4,0.38960096770446023,14820,0.542,0.47232472324723246,0.256
96,0.020000000000000004,0.6831896551724138,4312,4,0.3432176589644122,11224,0.472,0.3771186440677966,0.178
97,0.015,0.46539379474940334,3402,4,0.3205266915992633,7945,0.508,0.11811023622047244,0.06
98,0.010000000000000002,0.5879828326180258,2192,4,0.2775735171692685,4657,0.54,0.28888888888888886,0.156
99,0.0050000000000000044,0.35542168674698793,1182,3,0.21266258399397622,2160,0.476,0.10084033613445378,0.048
100,0.05,0.7451274362818591,10723,6,0.5478813257250138,41438,0.514,0.33852140077821014,0.17400000000000002
101,0.045000000000000005,0.7460035523978685,9401,6,0.4967953344377232,33092,0.458,0.37554585152838427,0.17200000000000001
102,0.04,0.6863799283154122,8235,5,0.465484852405931,27211,0.532,0.34210526315789475,0.18200000000000002
103,0.035,0.7028985507246377,7726,5,0.47040896029416523,25843,0.534,0.3857677902621723,0.20600000000000002
104,0.030000000000000002,0.6803571428571429,6365,5,0.421258885215877,19521,0.494,0.27530364372469635,0.13599999999999998
105,0.025,0.6305220883534136,5424,5,0.40203402636376295,15883,0.502,0.26693227091633465,0.13399999999999998
106,0.020000000000000004,0.673289183222958,4332,5,0.3766564866752096,11742,0.482,0.38589211618257263,0.186
107,0.015,0.5625,3244,4,0.32078229218772103,7706,0.446,0.24663677130044842,0.11
108,0.010000000000000002,0.4257703081232493,2209,4,0.24857321615900713,4462,0.49,0.16326530612244897,0.07999999999999999
109,0.0050000000000000044,0.3409090909090909,1065,3,0.19713019903458306,1846,0.52,0.1076923076923077,0.05600000000000001
110,0.05,0.7209677419354839,10465,5,0.5418360247534098,39469,0.508,0.3188976377952756,0.162
111,0.045000000000000005,0.7990430622009569,9571,6,0.5232767187639682,34853,0.488,0.48360655737704916,0.236
112,0.04,0.6982142857142857,8321,5,0.487821603421688,28741,0.5,0.324,0.162
113,0.035,0.6904276985743381,7460,5,0.44064449180257165,23975,0.456,0.3333333333333333,0.152
114,0.030000000000000002,0.690978886756238,6424,4,0.41702753741805715,19545,0.466,0.3090128755364807,0.14400000000000002
115,0.025,0.5604166666666667,5369,5,0.4040621989171573,15274,0.514,0.17898832684824903,0.092
116,0.020000000000000004,0.6572668112798264,4360,5,0.3847190893022473,11918,0.488,0.3524590163934426,0.172
117,0.015,0.6240157480314961,3358,4,0.3068759908068027,7886,0.51,0.25098039215686274,0.128
118,0.010000000000000002,0.5552884615384616,2108,3,0.28501052284781203,4665,0.482,0.23236514522821577,0.112
119,0.0050000000000000044,0.3904494382022472,1173,3,0.2485651512541708,2269,0.508,0.14566929133858267,0.074
120,0.05,0.700626959247649,10715,6,0.5540264551658602,40891,0.526,0.2737642585551331,0.14400000000000002
121,0.045000000000000005,0.7214022140221402,9454,6,0.5374608366101608,34889,0.466,0.351931330472103,0.164
122,0.04,0.7036290322580645,8267,5,0.46099581189310335,27398,0.446,0.34080717488789236,0.152
123,0.035,0.6463963963963963,7428,5,0.45784110117331006,23501,0.464,0.3232758620689655,0.15000000000000002
124,0.030000000000000002,0.6447368421052632,6581,4,0.4280895851149357,20312,0.462,0.2987012987012987,0.138
125,0.025,0.6430155210643016,5277,5,0.38973862962504496,14650,0.476,0.3235294117647059,0.154
126,0.020000000000000004,0.6694630872483222,4480,4,0.3494614457110969,11775,0.552,0.286231884057971,0.158
127,0.015,0.5254237288135594,3185,4,0.3059587104978449,7307,0.48,0.18333333333333332,0.088
128,0.010000000000000002,0.5363636363636364,2311,4,0.2997497903372972,5196,0.528,0.22727272727272727,0.12
129,0.0050000000000000044,0.4954337899543379,1159,3,0.18740978246547077,1935,0.518,0.14671814671814673,0.07600000000000001
130,0.05,0.7729636048526863,10565,6,0.5174121751875629,39270,0.476,0.4495798319327731,0.214
131,0.045000000000000005,0.7062937062937062,9375,5,0.47945757582222226,32254,0.502,0.33067729083665337,0.16599999999999998
132,0.04,0.7618296529968455,8524,5,0.4844613525043486,29164,0.554,0.4548736462093863,0.25200000000000006
133,0.035,0.6998158379373849,7136,5,0.47584719727799674,23357,0.464,0.2974137931034483,0.138
134,0.030000000000000002,0.7547495682210709,6494,4,0.43927841188412153,19859,0.52,0.45384615384615384,0.23600000000000002
135,0.025,0.6717850287907869,5336,4,0.38363881215314377,14914,0.518,0.33976833976833976,0.176
136,0.020000000000000004,0.5388739946380697,4306,5,0.3619366165962918,11241,0.45,0.23555555555555555,0.106
137,0.015,0.7099391480730223,3254,4,0.31647163776302545,7649,0.478,0.401673640167364,0.19199999999999998
138,0.010000000000000002,0.40229885057471265,2227,4,0.2609880897964303,4481,0.486,0.1440329218106996,0.07
139,0.0050000000000000044,0.24149659863945577,1088,3,0.18233334234429063,1834,0.466,0.04291845493562232,0.02
140,0.05,0.6494464944649446,10366,5,0.5192625202184272,37288,0.492,0.22764227642276422,0.11199999999999999
141,0.045000000000000005,0.6432337434094904,9481,5,0.534501051798555,34582,0.514,0.21011673151750973,0.108
142,0.04,0.6917293233082706,8522,5,0.4741982056629829,29322,0.474,0.3080168776371308,0.146
143,0.035,0.6650943396226415,7403,6,0.4698653715981136,23845,0.444,0.36036036036036034,0.16
144,0.030000000000000002,0.7571644042232277,6251,5,0.4242122476209278,18630,0.534,0.3970037453183521,0.21200000000000002
145,0.025,0.5900900900900901,5448,5,0.4298620073162686,16437,0.48,0.24166666666666667,0.11599999999999999
146,0.020000000000000004,0.5303030303030303,4170,5,0.3961559385585057,10894,0.544,0.20220588235294118,0.11000000000000001
147,0.015,0.5730593607305936,3343,4,0.30184734685207093,7572,0.488,0.2336065573770492,0.114
148,0.010000000000000002,0.4732824427480916,2163,4,0.27020997232273375,4567,0.488,0.15163934426229508,0.074
149,0.0050000000000000044,0.38095238095238093,1101,3,0.21914352487747493,1946,0.472,0.11864406779661017,0.056
150,0.05,0.761986301369863,10431,5,0.5614909306134994,40367,0.498,0.44176706827309237,0.22
151,0.045000000000000005,0.7523961661341853,9332,6,0.5425511157769339,33506,0.494,0.3724696356275304,0.184
152,0.04,0.7198581560283688,8394,5,0.48104779336523035,28114,0.486,0.3497942386831276,0.17
153,0.035,0.6701208981001727,7412,5,0.4727557068961551,24578,0.516,0.2596899224806202,0.134
154,0.030000000000000002,0.7216494845360825,6448,5,0.45288890624903794,19986,0.524,0.3816793893129771,0.2
155,0.025,0.625,5244,5,0.4009284738477042,14617,0.488,0.27459016393442626,0.134
156,0.020000000000000004,0.5813449023861171,4239,4,0.33348509367820495,10670,0.494,0.21862348178137653,0.108
157,0.015,0.5525114155251142,3336,4,0.34408120985226204,8588,0.486,0.1934156378600823,0.094
158,0.010000000000000002,0.5186104218362283,2188,3,0.2644996891804725,4575,0.5,0.224,0.112
159,0.0050000000000000044,0.40359897172236503,1147,3,0.2033947776276994,2079,0.53,0.12452830188679245,0.066
160,0.05,0.7434869739478958,10541,6,0.5426630287140672,40860,0.458,0.4410480349344978,0.20199999999999999
161,0.045000000000000005,0.7388059701492538,9684,6,0.5111282213954349,35205,0.444,0.36936936936936937,0.164
162,0.04,0.6696269982238011,8589,5,0.5277690921060886,30208,0.518,0.28185328185328185,0.146
163,0.035,0.7387033398821218,7554,6,0.4687084690869986,24584,0.466,0.4291845493562232,0.2
164,0.030000000000000002,0.6903353057199211,6394,5,0.4396025794044287,19300,0.478,0.34309623430962344,0.164
165,0.025,0.7279279279279279,5303,4,0.4067470197240868,15054,0.532,0.4323308270676692,0.23
166,0.020000000000000004,0.6373390557939914,4376,4,0.3799442342142114,12189,0.478,0.2928870292887029,0.13999999999999999
167,0.015,0.5209580838323353,3297,4,0.32387896129688043,8056,0.556,0.1366906474820144,0.07600000000000001
168,0.010000000000000002,0.5076142131979695,2239,3,0.2613002957638565,4645,0.466,0.16738197424892703,0.078
169,0.0050000000000000044,0.3959731543624161,1063,3,0.1831731666974935,1787,0.436,0.1743119266055046,0.076
170,0.05,0.7695716395864106,10506,7,0.5448627997475828,39970,0.554,0.4368231046931408,0.24200000000000002
171,0.045000000000000005,0.6987179487179487,9601,6,0.52573695013911,34933,0.536,0.29850746268656714,0.16
172,0.04,0.681260945709282,8649,5,0.4793392641241616,29794,0.5,0.272,0.136
173,0.035,0.655367231638418,7397,6,0.4610443429406039,23351,0.51,0.2823529411764706,0.144
174,0.030000000000000002,0.6549707602339181,6282,6,0.4474644484359785,19230,0.52,0.3192307692307692,0.16599999999999998
175,0.025,0.6,5322,5,0.38528649733558673,14467,0.438,0.2876712328767123,0.126
176,0.020000000000000004,0.6519916142557652,4380,5,0.41660077980025445,12388,0.47,0.2936170212765957,0.13799999999999998
177,0.015,0.6017699115044248,3113,5,0.32819397511177906,7492,0.38,0.2894736842105263,0.11
178,0.010000000000000002,0.5533333333333333,2212,4,0.2757969435170319,4857,0.54,0.25555555555555554,0.138
179,0.0050000000000000044,0.2962962962962963,1044,3,0.2113546116469224,1877,0.488,0.06557377049180328,0.032
180,0.05,0.7547495682210709,10561,5,0.5490180945537131,39636,0.472,0.3983050847457627,0.188
181,0.045000000000000005,0.796875,9652,6,0.5095742532205286,35862,0.498,0.4779116465863454,0.238
182,0.04,0.7023060796645703,8414,6,0.5222046360189864,30230,0.454,0.3744493392070485,0.17
183,0.035,0.6367041198501873,7218,5,0.43951426504395696,22450,0.504,0.23015873015873015,0.11599999999999999
184,0.030000000000000002,0.624750499001996,6416,5,0.4407122147483536,20509,0.492,0.23577235772357724,0.116
185,0.025,0.5348837209302325,5353,4,0.3931113490328903,15716,0.494,0.1902834008097166,0.094
186,0.020000000000000004,0.6343434343434343,4312,5,0.3670834036093777,11496,0.494,0.26720647773279355,0.132
187,0.015,0.475177304964539,3118,4,0.29425091165082135,7017,0.502,0.11553784860557768,0.057999999999999996
188,0.010000000000000002,0.48412698412698413,2096,3,0.2395466100460346,4184,0.484,0.19421487603305784,0.09399999999999999
189,0.0050000000000000044,0.4022346368715084,1112,4,0.20011176310749962,1903,0.504,0.15079365079365079,0.076
190,0.05,0.7619926199261993,10570,7,0.5821104874562429,41240,0.484,0.4669421487603306,0.226
191,0.045000000000000005,0.7251908396946565,9432,5,0.5227372340096443,33746,0.47,0.3872340425531915,0.182
192,0.04,0.717741935483871,8444,6,0.5084979852214417,29310,0.55,0.36363636363636365,0.2
193,0.035,0.722735674676525,7539,5,0.44529706524436996,24795,0.48,0.375,0.18
194,0.030000000000000002,0.6559546313799622,6407,5,0.4342576960889484,19586,0.49,0.2571428571428571,0.12599999999999997
195,0.025,0.6871035940803383,5460,5,0.44330163426317276,17147,0.45,0.3422222222222222,0.154
196,0.020000000000000004,0.6129666011787819,4274,5,0.38520981683111183,11197,0.52,0.2423076923076923,0.126
197,0.015,0.610655737704918,3201,4,0.3310623896136799,7722,0.52,0.2692307692307692,0.13999999999999999
198,0.010000000000000002,0.5045871559633027,2285,3,0.2711375204094824,4962,0.506,0.14624505928853754,0.074
199,0.0050000000000000044,0.38950276243093923,1121,3,0.23593532281693821,2166,0.496,0.10887096774193548,0.054
200,0.05,0.7673343605546995,10736,6,0.5655901419323206,42239,0.484,0.3760330578512397,0.182
201,0.045000000000000005,0.7085610200364298,9511,5,0.5046194954735409,33940,0.506,0.3675889328063241,0.186
202,0.04,0.7373358348968105,8489,5,0.4922345786272565,29724,0.446,0.3721973094170404,0.166
203,0.035,0.7543859649122807,7608,6,0.4751815704538142,24862,0.49,0.42857142857142855,0.21
204,0.030000000000000002,0.7515822784810127,6458,5,0.4351092573199235,19986,0.558,0.43727598566308246,0.24400000000000002
205,0.025,0.6352087114337568,5330,5,0.3797932690107678,15071,0.54,0.25555555555555554,0.138
206,0.020000000000000004,0.583941605839416,4339,4,0.35628895452421566,11747,0.446,0.23318385650224216,0.10400000000000001
207,0.015,0.5692307692307692,3257,4,0.33329220104469737,7917,0.5,0.216,0.108
208,0.010000000000000002,0.44862155388471175,2163,4,0.26860307072525813,4413,0.508,0.13385826771653545,0.068
209,0.0050000000000000044,0.3601108033240997,1137,3,0.1821160624984046,1882,0.524,0.1183206106870229,0.062000000000000006
210,0.05,0.7430894308943089,10898,5,0.5326892022427486,42579,0.52,0.3923076923076923,0.20400000000000001
211,0.045000000000000005,0.6472727272727272,9328,5,0.5050618432598585,32669,0.488,0.20491803278688525,0.1
212,0.04,0.7026143790849673,8657,5,0.4803675892536271,30717,0.556,0.34532374100719426,0.19200000000000003
213,0.035,0.7121464226289518,7471,5,0.4827703662119864,25165,0.502,0.3107569721115538,0.156
214,0.030000000000000002,0.6806387225548902,6316,5,0.40320738649011467,18797,0.49,0.3469387755102041,0.16999999999999998
215,0.025,0.62152133580705,5195,5,0.3961770451894868,14588,0.524,0.22137404580152673,0.116
216,0.020000000000000004,0.6136865342163356,4378,5,0.4045478127795838,12605,0.48,0.2708333333333333,0.12999999999999998
217,0.015,0.5915178571428571,3192,4,0.3146914121142455,7422,0.498,0.26506024096385544,0.132
218,0.010000000000000002,0.490280777537797,2247,4,0.2726416213557948,4818,0.556,0.1510791366906475,0.084
219,0.0050000000000000044,0.4491725768321513,1103,3,0.19017778102907346,1899,0.54,0.13703703703703704,0.07400000000000001
220,0.05,0.8049180327868852,10508,6,0.5482857225245318,40814,0.498,0.5220883534136547,0.26
221,0.045000000000000005,0.745814307458143,9364,6,0.5252461506992068,34346,0.554,0.3971119133574007,0.22
222,0.04,0.6784232365145229,8555,6,0.5096738981547869,30009,0.45,0.3111111111111111,0.14
223,0.035,0.7213114754098361,7551,5,0.48138075819780635,25615,0.516,0.4069767441860465,0.21000000000000002
224,0.030000000000000002,0.6620278330019881,6402,5,0.40535969654125387,19006,0.476,0.2857142857142857,0.13599999999999998
225,0.025,0.6600397614314115,5108,4,0.38210621599297,13939,0.5,0.316,0.158
226,0.020000000000000004,0.6360153256704981,4405,4,0.37872987691986587,12184,0.502,0.24302788844621515,0.122
227,0.015,0.4211822660098522,3264,4,0.32051374471357164,7918,0.52,0.09615384615384616,0.05
228,0.010000000000000002,0.5697674418604651,2101,4,0.2753929873152582,4165,0.496,0.2540322580645161,0.126
229,0.0050000000000000044,0.3223684210526316,1068,3,0.19856499600218827,1814,0.454,0.09251101321585903,0.042
230,0.05,0.7094594594594594,10413,6,0.5452585976930547,38588,0.492,0.3008130081300813,0.14800000000000002
231,0.045000000000000005,0.746177370030581,9271,5,0.5110083960081601,32923,0.526,0.3688212927756654,0.194
232,0.04,0.6988416988416989,8339,7,0.47731724223906197,28205,0.48,0.35,0.16799999999999998
233,0.035,0.5669515669515669,7553,5,0.47622975318824246,25401,0.4,0.24,0.096
234,0.030000000000000002,0.7057877813504824,6628,6,0.4607612580850648,21801,0.548,0.33211678832116787,0.182
235,0.025,0.5244897959183673,5229,4,0.365260731476023,14180,0.55,0.15272727272727274,0.08400000000000002
236,0.020000000000000004,0.531496062992126,4345,4,0.34426110458564463,11142,0.56,0.15,0.084
237,0.015,0.5710843373493976,3127,4,0.3200724801237538,7257,0.49,0.27346938775510204,0.134
238,0.010000000000000002,0.4909090909090909,2191,4,0.27342885015064117,4674,0.468,0.1623931623931624,0.07600000000000001
239,0.0050000000000000044,0.39856801909307876,1062,3,0.1986808459325935,1795,0.552,0.08695652173913043,0.048
240,0.05,0.7694753577106518,10674,6,0.5600610741582279,41613,0.534,0.45692883895131087,0.24400000000000002
241,0.045000000000000005,0.7910750507099391,9599,5,0.5557019414233224,35353,0.44,0.5318181818181819,0.234
242,0.04,0.7267950963222417,8599,7,0.5055657818534628,30346,0.488,0.36065573770491804,0.176
243,0.035,0.6411960132890365,7349,5,0.47477737521659136,23719,0.566,0.23674911660777384,0.13399999999999998
244,0.030000000000000002,0.7231543624161074,6349,5,0.4221477054674619,18894,0.536,0.3843283582089552,0.20600000000000002
245,0.025,0.6072186836518046,5266,5,0.4092330191070161,15215,0.49,0.24489795918367346,0.12
246,0.020000000000000004,0.5654320987654321,4363,4,0.3545122868427327,11341,0.456,0.22807017543859648,0.104
247,0.015,0.5991471215351812,3199,4,0.3138478820895988,7306,0.504,0.25396825396825395,0.128
248,0.010000000000000002,0.5732217573221757,2246,4,0.26769129089886917,4697,0.512,0.203125,0.10400000000000001
249,0.0050000000000000044,0.4121951219512195,1176,4,0.2508091246702763,2309,0.552,0.12681159420289856,0.07
250,0.05,0.7616822429906542,10602,6,0.5263225153084805,39896,0.498,0.3855421686746988,0.192
251,0.045000000000000005,0.6763485477178424,9421,5,0.49626694157700496,34328,0.482,0.35269709543568467,0.17
252,0.04,0.6539278131634819,8312,5,0.5048479690297827,29237,0.426,0.2347417840375587,0.09999999999999999
253,0.035,0.6961770623742455,7231,6,0.4483164487876908,23339,0.47,0.3574468085106383,0.168
254,0.030000000000000002,0.7066189624329159,6366,5,0.4350666520982257,20108,0.502,0.3466135458167331,0.17400000000000002
255,0.025,0.6454352441613588,5421,5,0.3898866178012424,15201,0.498,0.3293172690763052,0.16399999999999998
256,0.020000000000000004,0.6069364161849711,4244,4,0.3545914129699987,10988,0.506,0.19367588932806323,0.098
257,0.015,0.4961832061068702,3309,4,0.2911882307481058,7336,0.482,0.17842323651452283,0.086
258,0.010000000000000002,0.5480984340044742,2210,3,0.2827575192973117,4884,0.53,0.23773584905660378,0.126
259,0.0050000000000000044,0.48128342245989303,1141,3,0.23372950369503814,2189,0.498,0.22088353413654618,0.11
260,0.05,0.7358184764991896,10849,6,0.5617744436590537,42582,0.534,0.3895131086142322,0.20800000000000002
