,mutate_in_host,mutate_in_vector,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
1420,0.009210526315789475,0.015,0.8955223880597015,1096,5,0.5471447266769672,4023,0.204,0.8627450980392157,0.176
1421,0.009210526315789475,0.014473684210526316,0.6666666666666666,1102,4,0.49863801502630095,3026,0.184,0.5652173913043478,0.104
1422,0.009210526315789475,0.013947368421052632,0.36363636363636365,995,5,0.427712431504255,2418,0.228,0.14035087719298245,0.032
1423,0.009210526315789475,0.013421052631578948,0.23333333333333334,926,5,0.7219280772872944,3440,0.108,0.14814814814814814,0.016
1424,0.009210526315789475,0.012894736842105263,0.2765957446808511,976,5,0.45365829078204783,2898,0.144,0.05555555555555555,0.007999999999999998
1425,0.009210526315789475,0.012368421052631579,1.0,930,5,0.546218059891317,4212,0.244,1.0,0.244
1426,0.009210526315789475,0.011842105263157895,0.4857142857142857,1008,4,0.34352166792642985,2392,0.204,0.29411764705882354,0.06
1427,0.009210526315789475,0.011315789473684211,0.7435897435897436,908,3,0.36193696753284554,2606,0.22,0.6363636363636364,0.13999999999999999
1428,0.009210526315789475,0.010789473684210526,0.208955223880597,833,4,0.29644799096109037,1642,0.216,0.018518518518518517,0.004
1429,0.009210526315789475,0.010263157894736842,0.38333333333333336,847,5,0.7887411504455617,3042,0.188,0.2127659574468085,0.04
1430,0.009210526315789475,0.009736842105263158,0.37037037037037035,755,4,0.35064076137011535,1953,0.088,0.22727272727272727,0.019999999999999997
1431,0.009210526315789475,0.009210526315789475,0.3783783783783784,801,4,0.21053583145911553,1324,0.228,0.19298245614035087,0.044
1432,0.009210526315789475,0.00868421052631579,0.8405797101449275,710,4,0.5496449117238643,2292,0.224,0.8035714285714286,0.18000000000000002
1433,0.009210526315789475,0.008157894736842107,0.38235294117647056,762,5,0.4447406672591123,1950,0.304,0.17105263157894737,0.052
1434,0.009210526315789475,0.007631578947368422,0.33783783783783783,772,4,0.47128781980724316,2012,0.248,0.20967741935483872,0.052000000000000005
1435,0.009210526315789475,0.007105263157894738,0.5588235294117647,784,5,0.44642857142857145,1950,0.208,0.4230769230769231,0.088
1436,0.009210526315789475,0.006578947368421054,0.3137254901960784,739,4,0.49023934256327806,1970,0.172,0.18604651162790697,0.031999999999999994
1437,0.009210526315789475,0.00605263157894737,0.21568627450980393,679,3,0.219954407525578,1191,0.196,0.1836734693877551,0.036000000000000004
1438,0.009210526315789475,0.0055263157894736865,0.2033898305084746,663,4,0.261820101053532,1248,0.204,0.0784313725490196,0.016
1439,0.009210526315789475,0.005,0.4642857142857143,612,4,0.27977220299884664,1173,0.1,0.4,0.04000000000000001
1440,0.00868421052631579,0.015,0.21739130434782608,1062,4,0.36773614081380046,2529,0.084,0.14285714285714285,0.012
1441,0.00868421052631579,0.014473684210526316,0.7076923076923077,984,4,0.4896349725692378,2738,0.208,0.6346153846153846,0.13199999999999998
1442,0.00868421052631579,0.013947368421052632,0.5384615384615384,986,5,0.4609440894634415,2682,0.208,0.4230769230769231,0.088
1443,0.00868421052631579,0.013421052631578948,0.42,1064,4,0.4027926960257787,2600,0.164,0.2926829268292683,0.048
1444,0.00868421052631579,0.012894736842105263,0.4520547945205479,828,4,0.2986927932973931,1765,0.232,0.3103448275862069,0.07200000000000001
1445,0.00868421052631579,0.012368421052631579,0.2222222222222222,896,4,0.3493104272959184,1996,0.224,0.125,0.028
1446,0.00868421052631579,0.011842105263157895,0.39622641509433965,961,7,1.0877695255440862,3494,0.172,0.2558139534883721,0.044
1447,0.00868421052631579,0.011315789473684211,0.3384615384615385,973,4,0.32384346523662,2036,0.208,0.17307692307692307,0.036
1448,0.00868421052631579,0.010789473684210526,0.6190476190476191,890,3,0.2162656230273955,1612,0.148,0.5675675675675675,0.08399999999999999
1449,0.00868421052631579,0.010263157894736842,0.5272727272727272,837,3,0.26827621547627717,1686,0.168,0.38095238095238093,0.064
1450,0.00868421052631579,0.009736842105263158,0.7209302325581395,879,4,0.42025209638111355,2295,0.144,0.6666666666666666,0.09599999999999999
1451,0.00868421052631579,0.009210526315789475,0.5625,897,4,0.29413789803494617,1978,0.172,0.3488372093023256,0.06
1452,0.00868421052631579,0.00868421052631579,0.43636363636363634,782,4,0.4564399761906319,2054,0.176,0.29545454545454547,0.052
1453,0.00868421052631579,0.008157894736842107,1.0,622,6,0.5859973532118155,2487,0.256,1.0,0.256
1454,0.00868421052631579,0.007631578947368422,0.2608695652173913,767,4,0.24433909184091487,1374,0.156,0.1282051282051282,0.019999999999999997
1455,0.00868421052631579,0.007105263157894738,0.38235294117647056,658,5,0.2963317966389815,1275,0.128,0.34375,0.044
1456,0.00868421052631579,0.006578947368421054,0.40425531914893614,744,4,0.46589201063706787,1926,0.148,0.24324324324324326,0.036
