,recombine_in_vector,recombine_in_host,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
1899,0.26315789473684215,0.0,0.7990654205607477,1198,5,0.5044300322462869,5020,0.216,0.2037037037037037,0.044
1900,0.21052631578947367,1.0,0.852589641434263,1390,4,0.5121784586719114,6232,0.18,0.17777777777777778,0.032
1901,0.21052631578947367,0.9473684210526316,0.8444444444444444,1448,5,0.5915322334483074,6834,0.18,0.2222222222222222,0.039999999999999994
1902,0.21052631578947367,0.8947368421052632,0.8547717842323651,1419,4,0.4708206009154925,6138,0.196,0.2857142857142857,0.056
1903,0.21052631578947367,0.8421052631578947,0.8363636363636363,1704,4,0.5176879449624192,8067,0.168,0.14285714285714285,0.024
1904,0.21052631578947367,0.7894736842105263,0.8268551236749117,1530,5,0.507125037378786,7061,0.212,0.07547169811320754,0.016
1905,0.21052631578947367,0.736842105263158,0.8238636363636364,1492,5,0.4515355353664585,6291,0.196,0.3673469387755102,0.07200000000000001
1906,0.21052631578947367,0.6842105263157895,0.7706766917293233,1376,5,0.5223215040224446,5857,0.252,0.031746031746031744,0.008
1907,0.21052631578947367,0.631578947368421,0.7058823529411765,992,5,0.5459959921305932,4223,0.208,0.038461538461538464,0.008
1908,0.21052631578947367,0.5789473684210527,0.8199445983379502,1216,4,0.41529537634175895,4635,0.284,0.08450704225352113,0.023999999999999997
1909,0.21052631578947367,0.5263157894736843,0.8394495412844036,1042,4,0.5150179965443688,4156,0.188,0.2553191489361702,0.047999999999999994
1910,0.21052631578947367,0.4736842105263158,0.8768115942028986,1284,4,0.4899766840383925,5571,0.188,0.2765957446808511,0.052000000000000005
1911,0.21052631578947367,0.42105263157894735,0.7669172932330827,1145,4,0.4469785091817471,4345,0.14,0.11428571428571428,0.016
1912,0.21052631578947367,0.368421052631579,0.8448275862068966,1190,4,0.48639573476449405,5279,0.208,0.3076923076923077,0.064
