,contact_rate_host_host,mutant_frac,infected_hosts,Alive,depth
279,0.01563636363636364,0.0,0.0,False,0.95 original drop
280,0.01418181818181818,0.0,0.0,False,0.95 original drop
281,0.012727272727272726,0.0,0.0,False,0.95 original drop
282,0.011272727272727271,0.0,0.0,False,0.95 original drop
283,0.009818181818181818,0.0,0.0,False,0.95 original drop
284,0.008363636363636363,0.0,0.0,False,0.95 original drop
285,0.006909090909090908,0.8208955223880597,0.303,True,0.95 original drop
286,0.005454545454545453,1.0,0.163,True,0.95 original drop
287,0.004,0.0,0.0,False,0.95 original drop
288,0.02,0.8447461629279811,0.7809999999999999,True,0.95 original drop
289,0.018545454545454542,0.0,0.0,False,0.95 original drop
290,0.01709090909090909,0.0,0.0,False,0.95 original drop
291,0.01563636363636364,0.0,0.0,False,0.95 original drop
292,0.01418181818181818,0.0,0.0,False,0.95 original drop
293,0.012727272727272726,0.0,0.0,False,0.95 original drop
294,0.011272727272727271,0.0,0.0,False,0.95 original drop
295,0.009818181818181818,0.0,0.0,False,0.95 original drop
296,0.008363636363636363,0.8251121076233184,0.48100000000000004,True,0.95 original drop
297,0.006909090909090908,0.8629441624365483,0.359,True,0.95 original drop
298,0.005454545454545453,0.0,0.0,False,0.95 original drop
299,0.004,0.0,0.0,False,0.95 original drop
300,0.02,0.0,0.0,False,0.95 original drop
301,0.018545454545454542,0.0,0.0,False,0.95 original drop
302,0.01709090909090909,0.0,0.0,False,0.95 original drop
303,0.01563636363636364,0.0,0.0,False,0.95 original drop
304,0.01418181818181818,0.0,0.0,False,0.95 original drop
305,0.012727272727272726,0.7293600390815828,0.638,True,0.95 original drop
306,0.011272727272727271,0.0,0.0,False,0.95 original drop
307,0.009818181818181818,0.8334249587685542,0.515,True,0.95 original drop
308,0.008363636363636363,0.0,0.0,False,0.95 original drop
309,0.006909090909090908,1.0,0.017,True,0.95 original drop
310,0.005454545454545453,1.0,0.076,True,0.95 original drop
311,0.004,0.0,0.0,False,0.95 original drop
312,0.02,0.0,0.0,False,0.95 original drop
313,0.018545454545454542,0.0,0.0,False,0.95 original drop
314,0.01709090909090909,0.0,0.0,False,0.95 original drop
315,0.01563636363636364,0.0,0.0,False,0.95 original drop
316,0.01418181818181818,0.7195838986883764,0.657,True,0.95 original drop
317,0.012727272727272726,0.0,0.0,False,0.95 original drop
318,0.011272727272727271,0.0,0.0,False,0.95 original drop
319,0.009818181818181818,0.0,0.0,False,0.95 original drop
320,0.008363636363636363,1.0,0.025,True,0.95 original drop
321,0.006909090909090908,0.0,0.0,False,0.95 original drop
322,0.005454545454545453,1.0,0.069,True,0.95 original drop
323,0.004,0.0,0.0,False,0.95 original drop
324,0.02,0.7252058016464131,0.736,True,0.95 original drop
325,0.018545454545454542,0.0,0.0,False,0.95 original drop
326,0.01709090909090909,0.0,0.0,False,0.95 original drop
327,0.01563636363636364,0.0,0.0,False,0.95 original drop
328,0.01418181818181818,0.0,0.0,False,0.95 original drop
329,0.012727272727272726,0.8461538461538461,0.652,True,0.95 original drop
330,0.011272727272727271,0.0,0.0,False,0.95 original drop
331,0.009818181818181818,0.7970620239390642,0.511,True,0.95 original drop
332,0.008363636363636363,0.0,0.0,False,0.95 original drop
333,0.006909090909090908,0.852529601722282,0.29600000000000004,True,0.95 original drop
334,0.005454545454545453,1.0,0.175,True,0.95 original drop
335,0.004,0.0,0.0,False,0.95 original drop
336,0.02,0.0,0.0,False,0.95 original drop
337,0.018545454545454542,0.0,0.0,False,0.95 original drop
338,0.01709090909090909,0.0,0.0,False,0.95 original drop
339,0.01563636363636364,0.0,0.0,False,0.95 original drop
340,0.01418181818181818,0.0,0.0,False,0.95 original drop
341,0.012727272727272726,0.0,0.0,False,0.95 original drop
342,0.011272727272727271,0.0,0.0,False,0.95 original drop
343,0.009818181818181818,0.0,0.0,False,0.95 original drop
344,0.008363636363636363,0.8580171358629131,0.484,True,0.95 original drop
345,0.006909090909090908,0.8485947416137806,0.341,True,0.95 original drop
346,0.005454545454545453,1.0,0.08,True,0.95 original drop
347,0.004,0.0,0.0,False,0.95 original drop
348,0.02,0.0,0.0,False,0.95 original drop
349,0.018545454545454542,0.0,0.0,False,0.95 original drop
350,0.01709090909090909,0.0,0.0,False,0.95 original drop
351,0.01563636363636364,0.0,0.0,False,0.95 original drop
352,0.01418181818181818,0.7754783287778212,0.6990000000000001,True,0.95 original drop
353,0.012727272727272726,0.8466027511463109,0.6509999999999999,True,0.95 original drop
354,0.011272727272727271,0.0,0.0,False,0.95 original drop
355,0.009818181818181818,0.0,0.0,False,0.95 original drop
356,0.008363636363636363,0.0,0.0,False,0.95 original drop
357,0.006909090909090908,0.8997594226142742,0.379,True,0.95 original drop
358,0.005454545454545453,1.0,0.001,True,0.95 original drop
359,0.004,0.0,0.0,False,0.95 original drop
360,0.02,0.0,0.0,False,0.95 original drop
361,0.018545454545454542,0.0,0.0,False,0.95 original drop
362,0.01709090909090909,0.0,0.0,False,0.95 original drop
363,0.01563636363636364,0.0,0.0,False,0.95 original drop
364,0.01418181818181818,0.0,0.0,False,0.95 original drop
365,0.012727272727272726,0.0,0.0,False,0.95 original drop
366,0.011272727272727271,0.0,0.0,False,0.95 original drop
367,0.009818181818181818,0.0,0.0,False,0.95 original drop
