,mean_inoculum_host,mean_inoculum_vector,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
1179,1.4736842105263168,1.0,0.7884615384615384,935,4,0.5237621893677257,2577,0.156,0.717948717948718,0.112
1180,1.0,10.0,0.4909090909090909,787,4,0.48459964899760877,2310,0.172,0.3488372093023256,0.06
1181,1.0,9.526315789473685,0.4507042253521127,796,5,0.45614220600489896,2273,0.212,0.2641509433962264,0.056
1182,1.0,9.052631578947368,0.7164179104477612,976,4,0.4261623219564633,2636,0.184,0.5869565217391305,0.10800000000000001
1183,1.0,8.578947368421053,0.5641025641025641,800,5,0.4201234375000001,1879,0.228,0.40350877192982454,0.092
1184,1.0,8.105263157894736,0.4032258064516129,797,4,0.4256488809195084,2125,0.184,0.1956521739130435,0.036000000000000004
1185,1.0,7.631578947368421,0.29411764705882354,828,5,0.4076334920301523,2097,0.116,0.1724137931034483,0.020000000000000004
1186,1.0,7.157894736842105,0.5333333333333333,852,4,0.3932241728933853,2131,0.316,0.379746835443038,0.12000000000000001
1187,1.0,6.684210526315789,0.4375,885,5,0.678987519550576,2645,0.288,0.25,0.072
1188,1.0,6.210526315789474,0.375,790,5,0.4981012658227848,2171,0.176,0.20454545454545456,0.036
1189,1.0,5.736842105263158,1.0,808,5,0.7565664518184492,3217,0.168,1.0,0.168
1190,1.0,5.2631578947368425,0.7571428571428571,831,4,0.475138329561038,2183,0.212,0.6792452830188679,0.144
1191,1.0,4.7894736842105265,0.19117647058823528,749,3,0.2566127333106359,1464,0.236,0.06779661016949153,0.016
1192,1.0,4.315789473684211,0.6585365853658537,829,3,0.3181358504512973,1785,0.128,0.5625,0.07200000000000001
1193,1.0,3.8421052631578947,0.4153846153846154,837,4,0.25365667050640267,1517,0.216,0.2962962962962963,0.064
1194,1.0,3.3684210526315796,0.24285714285714285,739,4,0.4312707257182932,1965,0.244,0.13114754098360656,0.032
1195,1.0,2.8947368421052637,0.5303030303030303,784,5,0.5114649495002083,1875,0.188,0.3404255319148936,0.064
1196,1.0,2.421052631578948,0.17307692307692307,752,4,0.2532378197148031,1383,0.188,0.0851063829787234,0.016
1197,1.0,1.9473684210526319,0.2,863,4,0.2785212596120408,1645,0.112,0.14285714285714285,0.016
1198,1.0,1.4736842105263168,0.425531914893617,885,4,0.4782482683775416,2597,0.152,0.2894736842105263,0.044
1199,1.0,1.0,0.4810126582278481,781,4,0.29580251852167594,1532,0.232,0.29310344827586204,0.06799999999999999
1200,10.0,10.0,0.6142857142857143,845,3,0.285485802317846,2153,0.108,0.0,0.0
1201,10.0,9.526315789473685,0.7302631578947368,905,4,0.29329507646286745,2456,0.176,0.06818181818181818,0.011999999999999999
1202,10.0,9.052631578947368,0.7575757575757576,910,3,0.30088274362999634,2499,0.172,0.06976744186046512,0.011999999999999999
1203,10.0,8.578947368421053,0.7768595041322314,809,3,0.290416375723665,2257,0.22,0.01818181818181818,0.004
1204,10.0,8.105263157894736,0.762114537444934,884,4,0.3500593763436457,2470,0.244,0.11475409836065574,0.028
1205,10.0,7.631578947368421,0.6323529411764706,834,3,0.28804582233493775,2072,0.204,0.0196078431372549,0.004
1206,10.0,7.157894736842105,0.7206703910614525,937,4,0.344201218949644,2727,0.216,0.07407407407407407,0.016
1207,10.0,6.684210526315789,0.7195767195767195,868,3,0.2912835269383508,2170,0.224,0.05357142857142857,0.012
1208,10.0,6.210526315789474,0.7232704402515723,835,3,0.3048657176664634,2096,0.192,0.08333333333333333,0.016
1209,10.0,5.736842105263158,0.6637168141592921,917,3,0.27244023884246316,2073,0.164,0.07317073170731707,0.012
1210,10.0,5.2631578947368425,0.6583333333333333,914,5,0.36823853597575285,2521,0.204,0.19607843137254902,0.039999999999999994
1211,10.0,4.7894736842105265,0.7430555555555556,891,4,0.3664478681313698,2520,0.224,0.3392857142857143,0.07600000000000001
1212,10.0,4.315789473684211,0.44871794871794873,742,4,0.32660326501551135,1650,0.176,0.022727272727272728,0.004
1213,10.0,3.8421052631578947,1.0,920,4,0.4617013232514178,3016,0.144,1.0,0.144
1214,10.0,3.3684210526315796,0.5220588235294118,902,4,0.2950968775964721,1938,0.276,0.057971014492753624,0.016
1215,10.0,2.8947368421052637,0.4186046511627907,848,4,0.3382876468494126,1940,0.212,0.05660377358490566,0.012
1216,10.0,2.421052631578948,0.7536231884057971,870,3,0.3231866825208086,2106,0.172,0.6046511627906976,0.10399999999999998
1217,10.0,1.9473684210526319,0.7126436781609196,910,4,0.4022811254679387,2875,0.176,0.4318181818181818,0.076
1218,10.0,1.4736842105263168,0.5595238095238095,854,3,0.3206291922842774,1960,0.184,0.1956521739130435,0.036000000000000004
1219,10.0,1.0,0.4084507042253521,925,4,0.3903649379108839,2222,0.184,0.08695652173913043,0.016
1220,9.526315789473685,10.0,0.8086642599277978,917,4,0.29244763577594673,2673,0.284,0.2535211267605634,0.072
1221,9.526315789473685,9.526315789473685,0.7391304347826086,938,3,0.30291392565045633,2591,0.184,0.08695652173913043,0.016
1222,9.526315789473685,9.052631578947368,0.7391304347826086,861,4,0.2987801505690517,2321,0.128,0.0625,0.008
1223,9.526315789473685,8.578947368421053,0.7,906,3,0.2915722507297439,2443,0.06,0.0,0.0
1224,9.526315789473685,8.105263157894736,0.7552083333333334,975,4,0.3143889546351085,2605,0.24,0.21666666666666667,0.052
1225,9.526315789473685,7.631578947368421,0.6363636363636364,864,4,0.40363377700617287,2393,0.216,0.037037037037037035,0.008
1226,9.526315789473685,7.157894736842105,0.7044025157232704,883,3,0.3057244619328988,2337,0.208,0.09615384615384616,0.02
1227,9.526315789473685,6.684210526315789,0.6744186046511628,811,3,0.29885620194580986,2015,0.188,0.10638297872340426,0.02
1228,9.526315789473685,6.210526315789474,0.7795275590551181,935,5,0.4625170865623838,2884,0.2,0.44,0.08800000000000001
1229,9.526315789473685,5.736842105263158,0.6785714285714286,772,3,0.2999057021665011,1779,0.156,0.07692307692307693,0.012
1230,9.526315789473685,5.2631578947368425,0.6190476190476191,754,3,0.3126473133561764,1861,0.136,0.058823529411764705,0.008
1231,9.526315789473685,4.7894736842105265,0.6095238095238096,923,3,0.27498066153400114,2040,0.208,0.21153846153846154,0.044
1232,9.526315789473685,4.315789473684211,0.7391304347826086,1016,3,0.29456937038874076,2505,0.22,0.45454545454545453,0.09999999999999999
1233,9.526315789473685,3.8421052631578947,0.6052631578947368,795,3,0.32474031881650256,2112,0.168,0.2857142857142857,0.048
1234,9.526315789473685,3.3684210526315796,0.5588235294117647,898,4,0.40499799108139345,2304,0.152,0.21052631578947367,0.032
1235,9.526315789473685,2.8947368421052637,0.5056179775280899,910,4,0.3517075232459848,2203,0.196,0.10204081632653061,0.02
1236,9.526315789473685,2.421052631578948,1.0,911,6,0.5807058744145528,4584,0.164,1.0,0.164
1237,9.526315789473685,1.9473684210526319,0.7884615384615384,873,3,0.2744889644666454,1744,0.136,0.6764705882352942,0.09200000000000001
1238,9.526315789473685,1.4736842105263168,0.6415094339622641,875,5,0.49586938775510203,2177,0.148,0.4864864864864865,0.072
1239,9.526315789473685,1.0,0.4567901234567901,886,4,0.44103791611677,2129,0.216,0.18518518518518517,0.039999999999999994
1240,9.052631578947368,10.0,0.6956521739130435,747,4,0.31131755939420336,2037,0.088,0.045454545454545456,0.004
